price,fit,residuals,weight,length,width,depth,table,cut,color,clarity,depth.percentage
4207,5336.879192,-1129.879192,1.01,6.39,6.45,3.91,59,Very Good,I,SI1,60.9
4208,2216.255611,1991.744389,0.59,5.4,5.43,3.3,57,Ideal,D,IF,60.9
4208,5239.411213,-1031.411213,1.01,6.18,6.15,3.89,62,Very Good,H,VS2,63.1
4208,5412.127231,-1204.127231,1.01,6.26,6.22,3.99,58,Good,H,VS2,63.9
4209,3716.870751,492.1292489,0.81,6,5.94,3.72,58,Premium,D,VS1,62.3
4209,5227.722153,-1018.722153,1.01,6.45,6.41,3.99,59,Ideal,G,SI2,62.1
4209,4335.15122,-126.1512202,0.9,6.19,6.14,3.78,60,Premium,E,SI1,61.3
4209,4573.197842,-364.1978422,0.9,6.29,6.21,3.77,56,Premium,E,SI1,60.3
4209,4476.032701,-267.0327013,0.9,6.17,6.1,3.8,58,Premium,E,SI1,61.9
4209,2387.341183,1821.658817,0.6,5.42,5.4,3.38,55,Ideal,D,VVS1,62.5
4209,4420.841404,-211.8414044,0.91,6.11,6.03,3.86,60,Good,G,VS1,63.6
4209,4544.43198,-335.4319795,0.91,6.15,6.07,3.86,58,Very Good,G,VS1,63.2
4209,4742.384096,-533.3840965,0.91,6.24,6.07,3.9,54,Very Good,G,VS1,63.4
4210,4267.217428,-57.21742789,0.9,6.13,6.17,3.84,61,Very Good,G,VS2,62.4
4210,4321.552726,-111.5527264,0.9,6.21,6.24,3.8,60,Very Good,G,VS2,61
4210,4695.917729,-485.9177286,0.9,6.14,6.19,3.75,56,Good,G,VS2,60.8
4210,5185.624607,-975.6246068,1.01,6.31,6.37,3.98,61,Good,G,SI2,62.8
4211,4227.710503,-16.7105025,0.85,6.06,6.08,3.75,56,Very Good,D,VS2,61.8
4211,4392.526635,-181.5266351,0.91,6.19,6.23,3.76,61,Very Good,E,SI1,60.5
4211,4427.333225,-216.3332255,0.91,6.1,6.12,3.78,61,Very Good,E,SI1,61.9
4211,4574.959865,-363.9598646,0.91,6.14,6.17,3.85,58,Premium,E,SI1,62.6
4211,4680.185143,-469.1851425,0.91,6.11,6.23,3.85,57,Very Good,E,SI1,62.4
4211,4676.30747,-465.3074702,0.91,6.07,6.11,3.87,57,Good,E,SI1,63.5
4211,5563.478319,-1352.478319,1.01,6.26,6.34,4.01,56,Good,G,SI2,63.7
4211,6653.903566,-2442.903566,1.18,6.83,6.7,4.19,58,Premium,D,SI2,61.8
4212,5503.510795,-1291.510795,1.01,6.36,6.43,4.01,56,Very Good,I,SI1,62.7
4212,6433.671345,-2221.671345,1.14,6.73,6.77,4.15,57,Ideal,J,SI2,61.5
4212,6152.01437,-1940.01437,1.09,6.65,6.68,4.1,55,Ideal,H,SI2,61.5
4212,6109.333307,-1897.333307,1.11,6.61,6.56,4.05,59,Premium,H,SI2,61.5
4213,3503.983002,709.0169982,0.79,5.86,5.88,3.66,60,Very Good,D,VS1,62.4
4213,5010.042522,-797.0425222,0.96,6.3,6.35,3.93,57,Ideal,H,SI2,62.1
4213,4682.439373,-469.4393733,1,6.56,6.45,3.89,65,Good,E,SI1,59.8
4213,4869.082254,-656.0822542,1,6.6,6.52,3.81,63,Fair,E,SI1,58.1
4214,4628.29702,-414.2970203,0.93,6.3,6.34,3.83,59,Very Good,D,SI2,60.6
4214,4785.773019,-571.7730188,0.93,6.2,6.26,3.9,57,Very Good,D,SI2,62.6
4214,6161.056518,-1947.056518,1.13,6.77,6.67,4.12,59,Premium,J,SI1,61.3
4215,6391.689055,-2176.689055,1.12,6.76,6.73,4.09,55,Ideal,D,I1,60.6
4215,5940.481487,-1725.481487,1.12,6.66,6.61,4.18,61,Premium,E,SI2,63
4216,2093.201564,2122.798436,0.56,5.24,5.28,3.28,56,Ideal,D,IF,62.4
4217,6297.949968,-2080.949968,1.1,6.59,6.63,4.09,55,Very Good,J,SI2,61.9
4218,5304.047359,-1086.047359,1,6.26,6.32,4.02,58,Good,G,SI1,63.9
4218,5435.415332,-1217.415332,1,6.31,6.41,4.01,56,Good,G,SI1,63.1
4218,5038.589669,-820.5896692,1,6.27,6.32,3.87,63,Good,D,SI2,61.5
4218,5295.072166,-1077.072166,1,6.55,6.61,3.8,58,Good,D,SI2,57.8
4218,5190.797852,-972.7978517,1,6.32,6.35,4.02,59,Good,D,SI2,63.5
4218,4879.102303,-661.1023032,1,6.56,6.58,3.85,63,Very Good,G,SI1,58.6
4218,5406.871459,-1188.871459,1.03,6.51,6.58,4,59,Very Good,F,SI2,61.1
4218,4885.147928,-667.1479281,0.96,6.38,6.45,3.84,59,Very Good,F,SI2,59.8
4218,4740.721601,-522.7216009,0.93,6.3,6.26,3.86,57,Ideal,H,VS2,61.5
4220,4442.81898,-222.8189801,0.9,6.17,6.22,3.67,60,Fair,E,SI1,59.2
4221,5393.800475,-1172.800475,1.01,6.3,6.43,4.02,58,Good,F,SI2,63.2
4221,5394.42531,-1173.42531,1.01,6.37,6.39,4.04,57,Good,F,SI2,63.3
4221,5704.925124,-1483.925124,1.03,6.46,6.51,4.03,55,Ideal,J,SI1,62.1
4222,3185.095849,1036.904151,0.71,5.69,5.77,3.53,56,Ideal,D,VVS2,61.6
4222,6232.749702,-2010.749702,1.12,6.71,6.65,4.14,57,Ideal,G,SI2,62.1
4222,6589.985993,-2367.985993,1.16,6.56,6.5,4.33,57,Fair,H,SI2,66.3
4222,6519.294549,-2297.294549,1.16,6.73,6.67,4.19,58,Premium,J,SI1,62.5
4223,3438.845594,784.1544063,0.76,5.84,5.87,3.65,57,Ideal,D,VVS2,62.3
4223,3279.76661,943.2333899,0.76,5.85,5.89,3.56,60,Premium,F,IF,60.6
4223,5098.724858,-875.724858,0.97,6.28,6.31,3.96,57,Very Good,F,SI2,62.9
4223,4554.197728,-331.1977277,0.9,6.08,6.03,3.87,57,Good,G,VS1,63.9
579,389.6883672,189.3116328,0.33,4.45,4.5,2.73,59,Premium,H,VS1,61
579,664.7447126,-85.74471257,0.33,4.46,4.52,2.75,55,Ideal,G,VS2,61.2
579,488.1575271,90.84247291,0.33,4.45,4.47,2.79,57,Ideal,G,VS2,62.6
579,254.2490022,324.7509978,0.33,4.49,4.53,2.68,61,Very Good,G,VS2,59.4
579,767.185152,-188.185152,0.33,4.38,4.42,2.77,54,Very Good,E,SI1,63
579,615.7193818,-36.71938177,0.33,4.41,4.44,2.75,56,Very Good,G,VS2,62.1
579,364.3557667,214.6442333,0.33,4.52,4.53,2.7,59,Very Good,H,VS1,59.7
579,583.6270528,-4.627052829,0.33,4.44,4.47,2.77,56,Ideal,G,VS2,62.2
579,617.301291,-38.30129098,0.33,4.41,4.45,2.75,56,Very Good,I,VVS2,62.1
579,208.3874899,370.6125101,0.33,4.44,4.47,2.68,62,Very Good,H,VS1,60.2
579,357.085887,221.914113,0.33,4.38,4.43,2.73,60,Very Good,E,SI1,62
579,517.4429645,61.55703546,0.33,4.44,4.47,2.76,57,Ideal,G,VS2,62
579,548.0855327,30.9144673,0.33,4.4,4.43,2.75,57,Ideal,G,VS2,62.3
579,508.6442873,70.35571274,0.33,4.39,4.46,2.72,58,Premium,H,VS1,61.5
579,408.614294,170.385706,0.33,4.48,4.53,2.68,59,Premium,H,VS1,59.5
579,455.740307,123.259693,0.33,4.46,4.5,2.73,58,Premium,E,SI1,60.9
579,433.4973374,145.5026626,0.33,4.35,4.4,2.75,59,Very Good,H,VS1,62.9
579,671.9404048,-92.94040475,0.33,4.42,4.47,2.77,55,Ideal,G,VS2,62.3
579,535.1834275,43.81657252,0.33,4.44,4.49,2.74,57,Ideal,H,VS1,61.4
579,392.7595555,186.2404445,0.33,4.41,4.47,2.76,59,Premium,I,VVS2,62.2
579,513.1467939,65.85320609,0.33,4.5,4.54,2.72,57,Ideal,H,VS1,60.2
579,592.4972843,-13.4972843,0.33,4.44,4.48,2.76,56,Ideal,H,VS1,61.9
579,752.3442106,-173.3442106,0.33,4.4,4.42,2.77,54,Very Good,G,VS2,62.8
579,506.8375995,72.16240046,0.33,4.36,4.4,2.74,58,Very Good,G,VS2,62.6
579,633.2350662,-54.2350662,0.33,4.38,4.41,2.75,56,Very Good,G,VS2,62.6
579,577.6958613,1.304138718,0.33,4.41,4.43,2.8,56,Good,E,SI1,63.3
579,470.092173,108.907827,0.33,4.43,4.45,2.73,58,Premium,I,VVS2,61.5
579,480.5443137,98.45568629,0.33,4.43,4.47,2.72,58,Premium,E,SI1,61.1
579,475.8912161,103.1087839,0.33,4.47,4.49,2.69,58,Premium,G,VS2,60
579,372.8479954,206.1520046,0.33,4.41,4.44,2.68,60,Very Good,E,SI1,60.6
4223,5775.667868,-1552.667868,1.05,6.53,6.46,4.03,56,Ideal,H,SI1,62
4224,5675.96373,-1451.96373,1.06,6.6,6.63,3.97,59,Very Good,F,SI2,60
4224,4647.871646,-423.8716456,0.91,6.18,6.12,3.9,56,Very Good,H,VS1,63.4
4224,5859.858777,-1635.858777,1.07,6.54,6.49,4.09,57,Premium,J,VS2,62.8
4225,5215.50644,-990.5064401,1.02,6.56,6.53,3.96,60,Ideal,H,SI2,60.5
4226,6008.316978,-1782.316978,1.1,6.58,6.61,4.09,59,Ideal,J,SI2,62
4226,4575.908016,-349.9080155,0.98,6.68,6.52,3.75,64,Good,F,SI1,56.8
4227,5303.145456,-1076.145456,1.02,6.45,6.38,4.02,59,Premium,F,SI2,62.7
4227,5859.210415,-1632.210415,1.02,6.59,6.51,4.05,50,Fair,F,SI1,61.8
4227,6166.104,-1939.104,1.11,6.67,6.64,4.13,57,Ideal,F,SI2,62
4227,5116.307772,-889.307772,1,6.35,6.3,3.98,60,Premium,G,SI2,62.9
4227,5381.495743,-1154.495743,1.02,6.44,6.41,4.03,58,Premium,I,SI1,62.7
4228,2948.295285,1279.704715,0.71,5.66,5.71,3.57,59,Very Good,E,VVS1,62.8
4228,4325.075533,-97.0755327,0.92,6.26,6.32,3.84,62,Very Good,H,VS1,61
4228,4630.324889,-402.3248892,0.92,6.17,6.2,3.89,58,Very Good,H,VS1,62.9
4228,4367.113462,-139.1134616,0.92,6.2,6.12,3.8,62,Very Good,H,VS1,61.7
4228,5576.473054,-1348.473054,1.01,6.26,6.33,3.99,56,Very Good,G,SI2,63.3
4228,4278.647208,-50.64720805,0.86,6.16,6.18,3.74,56,Ideal,E,SI1,60.6
4228,3178.533438,1049.466562,0.72,5.71,5.78,3.56,57,Ideal,F,IF,62
4228,4610.972995,-382.9729948,0.91,6.17,6.12,3.86,57,Premium,D,SI1,62.8
4229,5377.421718,-1148.421718,1.02,6.3,6.38,3.97,60,Very Good,H,SI2,62.6
4229,3450.483198,778.5168017,0.76,5.87,5.9,3.61,57,Ideal,D,VS1,61.3
4229,4155.032196,73.96780375,0.9,6.14,6.21,3.69,64,Good,E,SI1,59.8
4229,4706.29399,-477.2939905,0.93,6.34,6.23,3.86,57,Premium,E,SI1,61.4
4229,3568.975241,660.0247593,0.8,5.95,5.88,3.72,59,Premium,E,VVS2,62.9
4229,4827.804312,-598.8043124,0.9,6.08,6.04,3.9,53,Fair,F,VS2,64.4
4229,4772.032846,-543.0328464,0.9,6.13,6.11,3.84,54,Premium,F,VS2,62.7
4229,4818.490182,-589.4901821,0.93,6.24,6.19,3.9,56,Ideal,E,SI1,62.8
4229,6822.506041,-2593.506041,1.18,6.82,6.79,4.19,56,Ideal,E,I1,61.6
4230,5540.80278,-1310.80278,1.09,6.63,6.58,4.03,64,Good,F,SI1,61
4230,4691.461496,-461.4614955,0.94,6.27,6.23,3.89,59,Premium,F,SI2,62.2
4231,3243.50254,987.4974601,0.71,5.68,5.72,3.55,55,Ideal,E,VVS1,62.3
4232,4356.755762,-124.7557621,0.9,6.09,6.13,3.85,60,Very Good,F,SI1,63
4232,4668.689682,-436.6896824,0.9,6.02,6.1,3.89,56,Good,F,SI1,64.2
4232,4394.985619,-162.9856186,0.9,6.26,6.29,3.76,59,Premium,F,SI1,59.9
4232,4575.738887,-343.7388872,0.92,6.25,6.28,3.8,59,Very Good,E,SI1,60.7
4232,4810.943948,-578.9439485,0.92,6.14,6.18,3.87,56,Ideal,F,SI1,62.8
4232,5432.593272,-1200.593272,1.07,6.64,6.68,3.91,64,Good,F,SI2,58.7
4232,7007.291183,-2775.291183,1.2,6.77,6.71,4.25,56,Very Good,J,VS2,63.1
4233,5526.084207,-1293.084207,1.02,6.36,6.3,3.99,57,Ideal,H,SI1,63
4233,6354.871501,-2121.871501,1.14,6.68,6.64,4.18,58,Premium,G,SI2,62.8
4233,6150.448639,-1917.448639,1.14,6.69,6.6,4.24,60,Good,G,SI2,63.7
4234,4346.867861,-112.8678615,0.9,6.12,6.07,3.82,60,Premium,H,VS1,62.7
4234,4555.911785,-321.9117854,0.9,6.07,6.04,3.88,57,Good,H,VS1,64.1
4234,3703.72975,530.2702505,0.78,6,6.03,3.64,55,Very Good,D,VS1,60.5
4234,5121.52511,-887.5251097,1,6.34,6.24,3.97,60,Premium,F,SI1,63
4234,5562.989243,-1328.989243,1.01,6.25,6.29,4.01,56,Good,D,SI2,64
4234,4842.260125,-608.2601248,0.96,6.53,6.56,3.77,59,Good,G,SI1,57.6
4234,4432.659695,-198.6596947,0.9,6.19,6.15,3.85,58,Premium,H,VS1,62.4
4234,4373.935595,-139.9355955,0.9,6.13,6.1,3.88,59,Very Good,H,VS1,63.5
4234,5560.035883,-1326.035883,1.05,6.48,6.44,4.07,59,Premium,H,SI2,63
4234,4484.942451,-250.9424511,0.9,6.12,6.06,3.83,58,Premium,H,VS1,62.9
4234,4423.239794,-189.2397936,0.9,6.14,6.09,3.8,59,Premium,H,VS1,62.1
4234,4389.737222,-155.7372222,0.9,6.11,6.06,3.87,59,Good,F,VS2,63.6
4234,4373.645374,-139.6453735,0.9,6.34,6.3,3.71,59,Premium,F,VS2,58.7
4234,4563.670741,-329.6707405,0.9,6.22,6.19,3.85,56,Ideal,H,VS1,62
4234,4400.488329,-166.488329,0.9,6.32,6.28,3.79,58,Premium,H,VS1,60.2
4234,5193.957798,-959.9577981,1,6.44,6.38,3.9,59,Premium,F,SI1,60.8
4234,6690.153519,-2456.153519,1.2,6.99,6.95,4.11,60,Premium,I,SI2,59
4234,5243.5127,-1009.5127,1,6.29,6.22,3.95,59,Very Good,F,SI1,63.1
4234,5222.640454,-988.6404542,1,6.29,6.23,3.88,60,Premium,F,SI1,62.1
4234,2878.492972,1355.507028,0.71,5.88,5.84,3.47,59,Premium,D,VVS1,59.2
4234,6841.148656,-2607.148656,1.2,6.81,6.78,4.15,59,Premium,J,SI2,61.1
4234,6952.295143,-2718.295143,1.2,6.74,6.64,4.24,57,Ideal,J,SI1,63
4234,5183.994733,-949.9947328,1,6.45,6.41,3.91,59,Premium,F,SI1,60.8
4235,5827.883179,-1592.883179,1.1,6.69,6.73,4.05,61,Very Good,I,SI1,60.4
4235,5975.271899,-1740.271899,1.07,6.53,6.57,4.06,56,Ideal,J,SI1,62
4235,5671.925471,-1436.925471,1.07,6.76,6.71,3.97,59,Premium,H,SI1,58.9
4237,5648.832888,-1411.832888,1.07,6.55,6.6,3.99,61,Very Good,I,SI1,60.7
4237,5430.405307,-1193.405307,1,6.33,6.38,3.99,56,Ideal,I,SI1,62.8
4238,5200.247978,-962.2479775,1.02,6.52,6.48,3.91,61,Premium,F,SI2,60.2
4238,4384.809832,-146.8098317,0.91,6.22,6.18,3.83,60,Premium,H,VS2,61.8
4238,5399.029143,-1161.029143,1.06,6.61,6.55,4.02,62,Premium,G,SI2,61.1
4238,5253.305182,-1015.305182,1.02,6.53,6.49,3.93,60,Premium,F,SI2,60.4
4238,5557.593853,-1319.593853,1.02,6.44,6.41,3.99,56,Ideal,F,SI2,62.1
4238,5369.461693,-1131.461693,1.02,6.44,6.38,4.04,58,Premium,F,SI2,63
4238,5683.959284,-1445.959284,1.02,6.46,6.37,4.09,53,Good,F,SI2,63.8
4238,5368.515578,-1130.515578,1.02,6.42,6.33,3.95,59,Premium,F,SI2,62
4238,5907.80127,-1669.80127,1.06,6.55,6.51,4.08,55,Ideal,G,SI2,62.5
4238,5286.039811,-1048.039811,1.02,6.59,6.56,3.94,59,Premium,F,SI2,59.9
4238,5129.807237,-891.807237,1.02,6.53,6.5,3.9,62,Premium,F,SI2,59.9
4239,5354.566543,-1115.566543,1.01,6.3,6.37,3.96,59,Good,I,VS2,62.5
4239,5396.285109,-1157.285109,1.01,6.49,6.55,3.95,57,Ideal,F,SI2,60.6
4239,5616.649229,-1377.649229,1.01,6.4,6.45,4.02,54,Ideal,I,VS2,62.6
4239,5463.826328,-1224.826328,1.01,6.46,6.51,3.98,56,Ideal,F,SI2,61.4
4239,4506.325812,-267.3258118,0.91,6.18,6.25,3.82,59,Very Good,D,SI1,61.5
4239,4212.803093,26.19690737,0.9,6.15,6.2,3.8,62,Very Good,E,SI1,61.5
4240,5638.317129,-1398.317129,1.04,6.52,6.47,3.99,57,Premium,I,VS1,61.4
4240,3022.095101,1217.904899,0.7,5.68,5.71,3.51,57,Very Good,E,VVS2,61.7
4240,3768.811985,471.188015,0.79,5.9,5.93,3.67,56,Ideal,E,VS1,62
4240,4606.112584,-366.1125841,0.91,6.2,6.23,3.86,57,Ideal,G,SI1,62.1
4240,5430.483616,-1190.483616,1.04,6.57,6.55,4.04,59,Premium,E,SI2,61.6
4240,5388.70709,-1148.70709,1.04,6.57,6.52,3.99,60,Premium,E,SI2,61
4241,5636.028835,-1395.028835,1.05,6.55,6.6,4.03,58,Premium,G,SI2,61.3
4241,5974.825939,-1733.825939,1.08,6.66,6.72,4,57,Very Good,G,SI2,59.8
4241,5532.892984,-1291.892984,1.05,6.45,6.5,4.05,60,Very Good,G,SI2,62.5
4241,5977.619237,-1736.619237,1.08,6.5,6.54,4.12,57,Good,G,SI2,63.2
4241,5355.366642,-1114.366642,1.02,6.5,6.53,3.93,59,Very Good,F,SI2,60.3
4241,5903.479449,-1662.479449,1.05,6.49,6.52,4.11,54,Good,G,SI2,63.2
4241,5534.567523,-1293.567523,1.05,6.49,6.56,4.02,60,Very Good,G,SI2,61.6
4241,4596.344775,-355.3447749,0.9,6.24,6.26,3.8,56,Ideal,D,SI2,60.8
4241,2417.973755,1823.026245,0.61,5.43,5.46,3.38,56,Ideal,D,VVS1,62.1
4241,5224.611446,-983.6114461,1.01,6.54,6.49,3.92,59,Ideal,I,SI1,60.2
4241,4069.779073,171.2209273,0.9,6.21,6.18,3.83,63,Good,F,SI1,61.8
4241,4513.670856,-272.6708563,0.91,6.34,6.26,3.75,58,Premium,G,VS2,59.5
4242,5246.56641,-1004.56641,1.01,6.35,6.39,3.86,61,Good,H,SI1,60.6
4242,4899.097475,-657.0974745,1.01,6.49,6.52,3.92,64,Good,H,SI1,60.3
4242,5377.788641,-1135.788641,1.01,6.27,6.33,3.95,59,Very Good,H,SI1,62.7
4242,5342.196642,-1100.196642,1.01,6.37,6.34,4,58,Premium,I,SI1,62.9
4242,5250.679953,-1008.679953,1.01,6.44,6.37,3.96,59,Premium,I,SI1,61.8
4242,5182.085419,-940.085419,1.01,6.43,6.4,3.97,60,Premium,H,SI2,61.9
4242,5183.424107,-941.4241072,1.01,6.54,6.46,3.97,59,Premium,H,SI2,61.1
4242,5464.07316,-1222.07316,1.01,6.42,6.37,3.99,56,Ideal,G,SI2,62.4
4242,5267.155916,-1025.155916,1.01,6.51,6.48,3.89,59,Premium,H,SI2,59.9
4242,5264.084727,-1022.084727,1.01,6.55,6.51,3.86,59,Premium,G,SI2,59.1
4242,5280.528654,-1038.528654,1.01,6.62,6.57,3.88,58,Premium,H,SI2,58.8
4242,5261.132094,-1019.132094,1.01,6.44,6.39,3.95,59,Premium,H,SI2,61.6
4242,5231.296987,-989.296987,1.01,6.4,6.34,3.92,60,Premium,H,SI2,61.5
4242,5406.759303,-1164.759303,1.01,6.42,6.38,3.97,57,Ideal,D,SI2,62
4242,5230.185711,-988.1857107,1.01,6.55,6.48,3.9,59,Premium,H,SI2,59.9
4242,5229.947339,-987.9473389,1.01,6.38,6.28,4.03,59,Good,F,SI2,63.7
4243,3657.663235,585.3367653,0.84,6.15,6.1,3.7,62,Premium,F,VVS2,60.4
4243,5365.111314,-1122.111314,1.01,6.34,6.44,3.92,59,Very Good,I,SI1,61.2
4243,3526.894649,716.1053513,0.76,5.84,5.87,3.63,56,Ideal,D,VS1,62
4243,5537.985131,-1294.985131,1.02,6.53,6.57,3.96,56,Ideal,H,SI2,60.5
4243,4679.389738,-436.3897384,0.92,6.17,6.23,3.93,57,Good,G,VS2,63.4
4244,3206.202869,1037.797131,0.7,5.67,5.71,3.57,54,Very Good,D,VVS1,62.7
4244,5824.739103,-1580.739103,1.04,6.41,6.48,4.05,55,Very Good,F,SI2,62.8
4244,5656.176383,-1412.176383,1.09,6.67,6.71,3.96,63,Very Good,D,SI2,59.2
4244,5406.102433,-1162.102433,1.01,6.35,6.37,4.04,57,Very Good,I,SI2,63.5
4244,5426.874566,-1182.874566,1.01,6.36,6.41,4.01,57,Ideal,I,SI2,62.8
4244,6201.54181,-1957.54181,1.1,6.53,6.48,4.15,56,Good,F,SI2,63.8
4244,5336.001154,-1092.001154,1.01,6.36,6.3,4.01,58,Very Good,E,SI2,63.3
4246,4919.427258,-673.4272582,1.02,6.7,6.62,3.84,64,Good,D,SI2,57.7
4246,2961.999039,1284.000961,0.7,5.86,5.71,3.51,56,Ideal,F,VVS1,61.6
4246,4365.078957,-119.0789573,0.9,6.27,6.24,3.78,59,Premium,H,VS2,60.4
4247,4743.574396,-496.5743963,0.92,6.11,6.17,3.89,57,Good,H,VS2,63.4
4247,4998.744379,-751.7443792,0.96,6.27,6.23,3.95,57,Very Good,G,SI1,63.2
4248,5522.306634,-1274.306634,1.03,6.43,6.47,4,58,Premium,I,SI1,62
4249,5239.999424,-990.9994237,1.01,6.34,6.39,3.98,60,Premium,G,SI2,62.5
4249,5363.550481,-1114.550481,1.01,6.43,6.48,3.94,58,Very Good,G,SI2,61
4249,5382.423296,-1133.423296,1.01,6.37,6.41,3.96,58,Very Good,G,SI2,62
4249,4812.679082,-563.679082,0.92,6.22,6.24,3.9,55,Ideal,G,SI1,62.6
4249,7083.428341,-2834.428341,1.21,6.81,6.78,4.26,56,Ideal,H,SI1,62.7
4249,7033.178028,-2784.178028,1.21,6.78,6.74,4.25,57,Ideal,H,SI1,62.9
4249,5595.931185,-1346.931185,1.01,6.32,6.27,3.99,55,Very Good,H,SI1,63.4
4250,6491.822185,-2241.822185,1.15,6.65,6.72,4.18,58,Premium,E,SI2,62.5
4250,6331.84311,-2081.84311,1.15,6.7,6.78,4.16,60,Very Good,E,SI2,61.7
4250,5279.91073,-1029.91073,1.03,6.3,6.37,4.04,62,Good,E,SI2,63.8
4250,6222.144337,-1972.144337,1.12,6.63,6.58,4.12,58,Premium,H,SI2,62.4
4250,6165.378089,-1915.378089,1.1,6.65,6.63,4.11,56,Ideal,H,SI2,61.9
4250,4712.846406,-462.8464059,0.93,6.37,6.32,3.84,57,Premium,E,SI2,60.5
4250,6701.306897,-2451.306897,1.2,6.73,6.68,4.2,61,Premium,G,SI2,62.6
4252,4415.819323,-163.8193229,0.9,6.15,6.09,3.8,59,Premium,G,VS2,62.1
4252,5536.265652,-1284.265652,1.04,6.62,6.67,3.87,59,Very Good,D,SI2,58.2
4252,5708.627532,-1456.627532,1.02,6.37,6.43,4.06,54,Very Good,H,SI2,63.4
4252,3232.419179,1019.580821,0.72,5.73,5.75,3.56,56,Ideal,F,VVS1,62
4252,4275.977564,-23.97756392,0.9,6.07,5.99,3.85,61,Fair,D,SI1,63.8
4252,5295.666452,-1043.666452,1.04,6.45,6.39,4.01,62,Premium,I,SI1,62.5
4252,3272.18989,979.8101097,0.73,5.79,5.73,3.58,56,Ideal,D,VVS2,62.2
4253,4525.497593,-272.497593,0.91,6.33,6.38,3.77,58,Very Good,D,SI1,59.3
4253,4622.618069,-369.6180687,0.92,6.27,6.39,3.84,58,Very Good,D,SI1,60.7
4253,5819.230007,-1566.230007,1.05,6.47,6.5,4.04,56,Ideal,J,SI1,62.3
4253,4332.77281,-79.77280981,0.9,6.18,6.22,3.71,61,Good,F,VS2,59.8
4253,4615.236033,-362.2360326,0.9,6.04,6.09,3.84,57,Good,F,VS2,63.3
4254,4698.090887,-444.0908867,0.92,6.17,6.21,3.9,57,Very Good,E,SI1,63
4255,4571.765547,-316.7655468,0.9,6.3,6.34,3.79,56,Very Good,H,VS2,60
4255,5392.606565,-1137.606565,1,6.36,6.42,4.02,56,Very Good,F,SI2,62.9
4255,5103.662481,-848.6624811,1,6.42,6.46,3.86,61,Very Good,F,SI2,59.9
4255,5895.274534,-1640.274534,1.06,6.47,6.52,4.08,56,Very Good,I,SI1,62.8
4255,5294.833794,-1039.833794,1,6.38,6.41,3.93,58,Premium,F,SI2,61.5
4255,5075.845247,-820.845247,1,6.3,6.37,3.9,62,Very Good,F,SI2,61.6
4255,7418.857352,-3163.857352,1.26,6.78,6.74,4.32,58,Good,J,SI1,63.9
4255,5507.721543,-1252.721543,1.02,6.52,6.47,3.99,56,Ideal,G,SI2,61.4
4256,4716.703002,-460.7030023,0.93,6.32,6.39,3.8,58,Very Good,F,SI1,59.8
4256,6117.305508,-1861.305508,1.13,6.68,6.62,4.16,60,Premium,H,SI1,62.6
4256,5367.807146,-1111.807146,1,6.3,6.12,4.05,56,Fair,E,SI2,65.2
4256,4556.690808,-300.6908079,0.91,6.18,6.15,3.83,58,Premium,E,SI1,62.1
4256,5168.773275,-912.7732751,1.01,6.36,6.31,4.04,60,Good,E,SI1,63.8
4256,4141.792704,114.2072964,0.91,6.09,6.03,3.86,64,Good,E,SI1,63.7
4256,4232.012856,23.98714416,0.91,6.09,6.04,3.94,62,Fair,E,SI1,65
4256,5355.066712,-1099.066712,1.01,6.33,6.23,4.1,57,Fair,H,SI1,65.3
4256,5394.263639,-1138.263639,1,6.38,6.34,3.98,56,Ideal,H,SI2,62.6
4256,5327.841179,-1071.841179,1,6.21,6.14,4.1,57,Fair,F,SI1,66.4
4256,5157.648335,-901.6483353,1,6.43,6.38,3.96,59,Premium,G,SI1,61.8
4257,4570.742731,-313.7427307,0.91,6.1,6.14,3.89,58,Good,G,VS2,63.6
4257,4615.247112,-358.2471124,0.91,6.18,6.24,3.87,57,Ideal,G,VS2,62.3
4257,5368.905625,-1111.905625,1.04,6.63,6.68,3.89,61,Good,F,SI2,58.5
4257,5556.815067,-1299.815067,1.06,6.63,6.67,3.91,61,Good,E,SI2,58.8
4257,5480.099565,-1223.099565,1.01,6.43,6.38,3.96,56,Premium,F,SI2,61.8
4258,4468.708733,-210.7087327,0.9,6.1,6.14,3.89,58,Very Good,H,VS2,63.6
4258,4731.540346,-473.5403464,0.92,6.11,6.14,3.9,57,Good,E,SI1,63.7
4258,4627.293219,-369.2932192,0.92,6.16,6.18,3.9,58,Good,E,SI1,63.2
4258,4864.157791,-606.1577915,0.92,6.25,6.29,3.85,54.6,Ideal,E,SI1,61.4
4258,4566.868656,-308.8686557,0.92,6.25,6.27,3.81,59,Premium,E,SI1,60.9
4258,3358.449723,899.550277,0.73,5.78,5.81,3.59,55,Ideal,D,VS1,61.9
4258,5099.841793,-841.8417926,1,6.35,6.43,3.93,61,Good,E,SI2,61.5
4259,4249.074337,9.92566307,0.84,6.07,6.12,3.68,55,Very Good,G,VVS2,60.4
4259,6266.58355,-2007.58355,1.11,6.64,6.67,4.13,56,Ideal,J,SI1,62.1
4259,6627.320333,-2368.320333,1.17,6.8,6.71,4.22,57,Premium,F,SI2,62.5
4259,4258.118546,0.881454116,0.9,6.22,6.12,3.75,61,Premium,G,VS2,60.8
4259,4324.063285,-65.06328521,0.9,6.21,6.16,3.88,59,Premium,E,SI1,62.2
