date,kftx,gold,sp500,nasdaq,dxy,expinf
2014-03-17,758.538,1367.07,1858.83,3662.51,79.385,2.56
2014-03-18,767.37,1355.78,1872.25,3706.62,79.414,2.59
2014-03-19,757.631,1329.59,1860.77,3682.74,79.995,2.59
2014-03-20,760.966,1327.77,1872.01,3693.97,80.192,2.51
2014-03-21,756.556,1334.69,1866.52,3653.07,80.105,2.49
2014-03-24,750.809,1308.76,1857.44,3617.39,79.934,2.51
2014-03-25,744.259,1311.17,1865.62,3629.73,79.944,2.58
2014-03-26,731.608,1304.48,1852.56,3582.89,80.032,2.53
2014-03-27,728.876,1291.31,1849.04,3563.13,80.111,2.53
2014-03-28,731.248,1295.23,1857.62,3571.49,80.176,2.54
2014-03-31,737.657,1284.01,1872.34,3595.74,80.1,2.56
2014-04-01,743.697,1278.95,1885.52,3658.4,80.094,2.57
2014-04-02,744.116,1289.9,1890.9,3665.99,80.215,2.56
2014-04-03,738.927,1286.7,1888.77,3637.58,80.475,2.6
2014-04-04,723.799,1303.5,1865.09,3539.38,80.423,2.55
2014-04-07,709.602,1297.28,1845.04,3507.75,80.232,2.63
2014-04-08,714.783,1308.66,1851.96,3538.23,79.752,2.51
2014-04-09,723.804,1311.8,1872.18,3600.44,79.484,2.58
2014-04-10,705.739,1318.95,1833.08,3487.76,79.383,2.59
2014-04-11,692.015,1318.42,1815.69,3446.85,79.452,2.62
2014-04-14,698.112,1327.99,1830.61,3474.63,79.729,2.55
2014-04-15,703.537,1302.64,1842.98,3487.85,79.803,2.6
2014-04-16,714.704,1302.53,1862.31,3533.09,79.803,2.61
2014-04-17,718.078,1295.12,1864.85,3534.53,79.828,2.47
2014-04-18,718.078,1294.3,1864.85,3534.53,79.847,2.47
2014-04-21,716.423,1289.77,1871.89,3559.95,79.945,2.43
2014-04-22,723.217,1283.81,1879.55,3588.81,79.905,2.44
2014-04-23,719.66,1283.91,1875.39,3557.04,79.855,2.44
2014-04-24,719.12,1293.36,1878.61,3591.03,79.799,2.43
2014-04-25,708.103,1303.25,1863.4,3533.1,79.749,2.44
2014-04-28,707.282,1296.74,1869.43,3545.03,79.683,2.41
2014-04-29,711.761,1295.92,1878.33,3573.99,79.808,2.41
2014-04-30,724.161,1291.6,1883.95,3582.02,79.474,2.4
2014-05-01,722.64,1284.31,1883.68,3594.36,79.527,2.44
2014-05-02,726.112,1299.7,1881.14,3587.64,79.516,2.43
2014-05-05,727.395,1310.28,1884.66,3605.09,79.486,2.44
2014-05-06,721.406,1308.05,1867.72,3556.51,79.093,2.41
2014-05-07,720.694,1289.88,1878.21,3546.47,79.202,2.48
2014-05-08,717.103,1289.43,1875.63,3540.42,79.361,2.45
2014-05-09,719.999,1288.91,1878.48,3555.7,79.903,2.44
2014-05-12,734.541,1295.8,1896.65,3612.73,79.901,2.45
2014-05-13,730.258,1293.63,1897.45,3611.13,80.143,2.43
2014-05-14,720.587,1305.97,1888.53,3593.25,80.073,2.42
2014-05-15,712.846,1296.22,1870.85,3565.17,80.003,2.42
2014-05-16,715.746,1293.52,1877.86,3587.2,80.043,2.42
2014-05-19,724.28,1292.97,1885.08,3615.62,79.993,2.41
2014-05-20,713.47,1294.37,1872.83,3600.31,80.041,2.42
2014-05-21,719.523,1292.04,1888.03,3635.61,80.095,2.41
2014-05-22,723.471,1294.1,1892.49,3650.86,80.254,2.45
2014-05-23,730.399,1292.61,1900.53,3677.33,80.393,2.47
2014-05-26,730.399,1292.91,1900.53,3677.33,80.393,2.47
2014-05-27,736.611,1264.95,1911.91,3723.07,80.352,2.47
2014-05-28,735.578,1258.14,1909.78,3712.26,80.571,2.5
2014-05-29,737.515,1255.56,1920.03,3735.72,80.494,2.5
2014-05-30,733.991,1249.68,1923.57,3736.82,80.369,2.51
2014-06-02,735.013,1243.93,1924.97,3732.96,80.644,2.51
2014-06-03,731.005,1244.95,1924.24,3730.07,80.554,2.46
2014-06-04,734.139,1243.94,1927.88,3743.59,80.663,2.44
2014-06-05,739.981,1253.63,1940.46,3776.95,80.371,2.44
2014-06-06,751.409,1253.23,1949.44,3794.57,80.409,2.47
2014-06-09,755.468,1252.34,1951.27,3795.74,80.653,2.47
2014-06-10,753.51,1259.9,1950.79,3800.86,80.82,2.48
2014-06-11,752.028,1261.07,1943.89,3797.85,80.788,2.5
2014-06-12,750.567,1273.46,1930.11,3763.8,80.576,2.43
2014-06-13,753.901,1276.96,1936.16,3775.56,80.576,2.45
2014-06-16,754.489,1272,1937.78,3779.93,80.471,2.48
2014-06-17,759.517,1270.58,1941.99,3781.32,80.629,2.49
2014-06-18,759.678,1277.71,1956.98,3804.61,80.584,2.48
2014-06-19,757.816,1320.39,1959.48,3800.8,80.317,2.48
2014-06-20,762.314,1314.82,1962.87,3802.64,80.372,2.54
2014-06-23,765.171,1317.52,1962.61,3805.31,80.272,2.53
2014-06-24,759.198,1318.29,1949.98,3799.53,80.327,2.51
2014-06-25,763.66,1319.18,1959.53,3827.33,80.225,2.53
2014-06-26,762.505,1316.58,1957.22,3826.91,80.22,2.52
2014-06-27,765.628,1316.17,1960.96,3844.44,80.039,2.51
2014-06-30,767.198,1327.33,1960.23,3849.48,79.775,2.52
2014-07-01,775.372,1326.46,1973.32,3894.33,79.815,2.52
2014-07-02,770.161,1326.86,1974.62,3899.27,79.956,2.51
2014-07-03,777.959,1319.53,1985.44,3923.01,80.212,2.53
2014-07-04,777.959,1320.55,1985.44,3923.01,80.269,2.53
2014-07-07,771.042,1319.94,1977.65,3910.71,80.218,2.53
2014-07-08,762.21,1319.24,1963.71,3864.07,80.179,2.55
2014-07-09,762.884,1327.83,1972.83,3892.91,79.993,2.6
2014-07-10,757.114,1335.75,1964.68,3880.04,80.127,2.56
2014-07-11,759.239,1338.7,1967.57,3904.58,80.187,2.57
2014-07-14,765.393,1307.15,1977.1,3929.46,80.188,2.55
2014-07-15,763.486,1294.05,1973.28,3914.46,80.39,2.54
2014-07-16,763.265,1299.21,1981.57,3932.33,80.559,2.51
2014-07-17,756.46,1319.2,1958.12,3878.01,80.505,2.49
2014-07-18,766.484,1310.88,1978.22,3939.89,80.524,2.52
2014-07-21,764.561,1312.49,1973.63,3934.14,80.56,2.51
2014-07-22,771.622,1306.42,1983.53,3961.62,80.781,2.53
2014-07-23,772.717,1304.59,1987.01,3986.19,80.823,2.54
2014-07-24,774.653,1293.66,1987.98,3983.19,80.872,2.61
2014-07-25,768.285,1307.22,1978.34,3965.17,81.029,2.61
2014-07-28,766.372,1304.05,1978.91,3967.24,81.025,2.61
2014-07-29,768.042,1299.11,1969.95,3959.03,81.214,2.6
2014-07-30,776.61,1296.3,1970.07,3976.07,81.432,2.6
2014-07-31,761.87,1282.59,1930.67,3892.5,81.456,2.61
2014-08-01,759.192,1293.75,1925.15,3879.67,81.302,2.62
2014-08-04,761.785,1288.25,1938.99,3908.77,81.328,2.6
2014-08-05,756.979,1288.78,1920.21,3874.94,81.328,2.58
2014-08-06,757.372,1305.9,1920.24,3874.27,81.444,2.6
2014-08-07,752.896,1312.63,1909.57,3857.94,81.524,2.59
2014-08-08,757.645,1309.58,1931.59,3888.09,81.389,2.64
2014-08-11,763.526,1308.48,1936.92,3910.46,81.466,2.64
2014-08-12,759.033,1309.51,1933.75,3905.23,81.5,2.61
2014-08-13,768.497,1312.92,1946.72,3949.2,81.596,2.58
2014-08-14,770.505,1313.52,1955.18,3969.11,81.588,2.58
2014-08-15,769.099,1304.7,1955.06,3987.51,81.424,2.53
2014-08-18,779.67,1298.4,1971.74,4020.5,81.576,2.51
2014-08-19,780.214,1295.73,1981.6,4040.13,81.883,2.53
2014-08-20,779.141,1291.94,1986.51,4040.71,82.226,2.51
2014-08-21,782.2,1276.78,1992.37,4047.03,82.154,2.54
2014-08-22,779.364,1281.1,1988.4,4052.75,82.336,2.49
2014-08-25,781.485,1276.84,1997.92,4067.48,82.549,2.52
2014-08-26,784.025,1281.2,2000.02,4071.67,82.65,2.45
2014-08-27,780.581,1282.63,2000.12,4073.18,82.428,2.48
2014-08-28,777.578,1289.65,1996.74,4066.27,82.477,2.49
2014-08-29,780.155,1287.32,2003.37,4082.56,82.748,2.48
2014-09-01,780.155,1286,2003.37,4082.56,82.748,2.48
2014-09-02,784.635,1265.4,2002.28,4095.81,82.992,2.54
2014-09-03,781.279,1269.4,2000.72,4070.96,82.865,2.57
2014-09-04,780.092,1261.67,1997.65,4066.13,83.82,2.58
2014-09-05,782.21,1268.81,2007.71,4089.92,83.739,2.53
2014-09-08,781.865,1255.45,2001.54,4095.47,84.232,2.52
2014-09-09,774.763,1255.47,1988.44,4061.88,84.278,2.51
2014-09-10,783.842,1249.77,1995.69,4094.97,84.283,2.51
2014-09-11,783.513,1240.92,1997.45,4092.65,84.298,2.48
2014-09-12,779.891,1229.65,1985.54,4069.23,84.24,2.51
2014-09-15,773.283,1233.22,1984.13,4029.89,84.264,2.53
2014-09-16,775.924,1235.55,1998.98,4067.27,84.074,2.49
2014-09-17,777.585,1223.51,2001.57,4073.57,84.345,2.49
2014-09-18,786.649,1225.15,2011.36,4103.08,84.323,2.48
2014-09-19,781.428,1215.7,2010.4,4100.09,84.735,2.5
2014-09-22,770.945,1215.08,1994.29,4061.23,84.752,2.38
2014-09-23,763.341,1223.42,1982.77,4051.57,84.658,2.41
2014-09-24,773.946,1217.09,1998.3,4094.31,85.037,2.4
2014-09-25,761.099,1221.58,1965.99,4007.82,85.195,2.42
2014-09-26,767.37,1218.38,1982.85,4053.72,85.64,2.35
2014-09-29,767.903,1215.81,1977.8,4047.18,85.591,2.29
2014-09-30,766.307,1208.15,1972.29,4049.45,85.936,2.38
2014-10-01,755.183,1213.82,1946.16,3984.74,85.972,2.32
2014-10-02,760.137,1214.57,1946.17,3985.87,85.601,2.33
2014-10-03,768.798,1191.42,1967.9,4027.31,86.694,2.3
2014-10-06,766.002,1207.3,1964.82,4016.27,85.928,2.31
2014-10-07,752.819,1209.01,1935.1,3958.59,85.672,2.32
2014-10-08,768.909,1221.14,1968.89,4041.12,85.297,2.38
2014-10-09,751.68,1224.33,1928.21,3969.32,85.522,2.42
2014-10-10,740.571,1223.16,1906.13,3870.86,85.912,2.4
2014-10-13,733.508,1235.87,1874.74,3808,85.532,2.4
2014-10-14,737.624,1232.83,1877.7,3810.45,85.822,2.43
2014-10-15,737.424,1242.02,1862.49,3785.97,85.147,2.35
2014-10-16,737.82,1238.81,1862.76,3765.28,84.955,2.41
2014-10-17,744.205,1238.32,1886.76,3815.47,85.11,2.41
2014-10-20,751.722,1246.91,1904.01,3870.08,84.953,2.37
2014-10-21,768.478,1248.7,1941.28,3971.39,85.303,2.38
2014-10-22,761.053,1241.27,1927.11,3949.59,85.741,2.35
2014-10-23,773.111,1231.84,1950.82,4012.27,85.843,2.39
2014-10-24,778.359,1231.01,1964.58,4042.02,85.732,2.34
2014-10-27,781.297,1226.62,1961.63,4046.02,85.495,2.34
2014-10-28,796.627,1228.52,1985.05,4106.63,85.408,2.35
2014-10-29,796.022,1212.15,1982.3,4090.55,85.952,2.37
2014-10-30,803.857,1198.85,1994.65,4100.64,86.147,2.31
2014-10-31,816.228,1172.94,2018.05,4158.21,86.917,2.31
2014-11-03,816.343,1165.63,2017.81,4169.29,87.309,2.31
2014-11-04,819.03,1168.39,2012.1,4156.23,86.984,2.35
2014-11-05,822.074,1140.54,2023.57,4153.27,87.444,2.32
2014-11-06,824.932,1141.92,2031.21,4164.08,88.012,2.3
2014-11-07,829.664,1177.97,2031.92,4160.51,87.642,2.29
2014-11-10,834.492,1151.47,2038.26,4175.95,87.81,2.3
2014-11-11,835.806,1164.33,2039.68,4187.16,87.531,2.3
2014-11-12,838.235,1162.6,2038.25,4195.4,87.822,2.29
2014-11-13,835.356,1162.55,2039.33,4213.48,87.674,2.28
2014-11-14,834.54,1188.75,2039.82,4224.99,87.525,2.33
2014-11-17,832.761,1186.57,2041.32,4213.79,87.926,2.3
2014-11-18,835.336,1197.08,2051.8,4242.19,87.575,2.26
2014-11-19,831.886,1182.68,2048.72,4222.66,87.647,2.27
2014-11-20,835.168,1193.79,2052.75,4242.09,87.591,2.29
2014-11-21,835.988,1201.55,2063.5,4251.32,88.31,2.28
2014-11-24,842.879,1197.14,2069.41,4284.32,88.151,2.29
2014-11-25,843.69,1200.98,2067.03,4288.23,87.92,2.23
2014-11-26,845.532,1197.87,2072.83,4317.99,87.607,2.2
2014-11-27,845.532,1192.67,2072.83,4317.99,87.607,2.2
2014-11-28,844.96,1167.38,2067.56,4337.79,88.356,2.19
2014-12-01,836.413,1212.1,2053.44,4287.81,87.946,2.19
2014-12-02,841.385,1198.28,2066.55,4305.96,88.647,2.18
2014-12-03,845.116,1209.43,2074.33,4312.93,88.956,2.2
2014-12-04,843.495,1205.27,2071.92,4311.93,88.704,2.18
2014-12-05,847.969,1192.35,2075.37,4311.57,89.334,2.15
2014-12-08,840.36,1203.51,2060.31,4278.34,89.041,2.18
2014-12-09,844.677,1231.06,2059.82,4294.67,88.69,2.12
2014-12-10,832.591,1226.31,2026.14,4224.87,88.271,2.15
2014-12-11,836.079,1227.72,2035.33,4246.48,88.663,2.13
2014-12-12,818.756,1222.59,2002.33,4199.29,88.363,2.08
2014-12-15,818.077,1193.23,1989.63,4157.42,88.46,2.07
2014-12-16,814.811,1197.01,1972.74,4089.6,88.125,2.09
2014-12-17,835.182,1189.71,2012.89,4165.1,89.133,2.08
2014-12-18,852.382,1198.57,2061.23,4267.77,89.235,2.1
2014-12-19,852.547,1195.74,2070.65,4281.78,89.598,2.09
2014-12-22,857.012,1176.44,2078.54,4293.67,89.77,2.11
2014-12-23,859.234,1176.57,2082.17,4279.3,90.064,2.1
2014-12-24,862.282,1173.8,2081.88,4283.1,89.967,2.1
2014-12-25,862.282,1173.8,2081.88,4283.1,89.835,2.1
2014-12-26,862.953,1196,2088.77,4314.1,90.03,2.08
2014-12-29,860.665,1183.29,2090.57,4312.64,90.19,2.08
2014-12-30,857.447,1200.55,2080.35,4282.35,89.991,2.07
2014-12-31,848.594,1184.37,2058.9,4236.28,90.269,2.09
2015-01-01,848.594,1181.98,2058.9,4236.28,90.276,2.09
2015-01-02,843.659,1188.39,2058.2,4230.24,91.08,2.12
2015-01-05,829.268,1204.86,2020.58,4160.96,91.378,2.03
2015-01-06,821.394,1218.58,2002.61,4110.83,91.499,1.96
2015-01-07,831.701,1211.41,2025.9,4160,91.89,1.98
2015-01-08,848.13,1208.79,2062.14,4240.55,92.368,2.03
2015-01-09,842.778,1223.25,2044.81,4213.28,91.935,2.04
2015-01-12,835.203,1233.31,2028.26,4169.97,91.983,1.98
2015-01-13,839.802,1230.64,2023.03,4166.2,92.31,2.03
2015-01-14,832.513,1228.72,2011.27,4145.84,92.161,1.96
2015-01-15,820.544,1262.75,1992.67,4089.65,92.352,1.98
2015-01-16,835.615,1280.45,2019.42,4142.14,92.52,2.01
2015-01-19,835.615,1275.65,2019.42,4142.14,92.52,2.01
2015-01-20,834.109,1295.32,2022.55,4171.21,93.046,1.99
2015-01-21,829.812,1293.09,2032.12,4192.09,92.904,2.05
2015-01-22,843.172,1302.25,2063.15,4270.36,94.077,2.03
2015-01-23,843.777,1294.08,2051.82,4278.14,94.762,1.99
2015-01-26,846.822,1281.4,2057.09,4275.72,94.802,1.98
2015-01-27,839.188,1292.34,2029.55,4165.5,94.022,2.03
2015-01-28,831.201,1284.49,2002.16,4140.38,94.467,1.98
2015-01-29,834.432,1257.27,2021.25,4181.35,94.782,1.93
2015-01-30,819.811,1283.79,1994.99,4148.43,94.804,2.01
2015-02-02,830.115,1274.41,2020.85,4188.59,94.504,1.98
2015-02-03,846.138,1260.52,2050.03,4229.15,93.6,2
2015-02-04,849.481,1269.35,2041.51,4221.2,93.986,2.07
2015-02-05,860.255,1264.82,2062.52,4256.18,93.569,2.02
2015-02-06,861.536,1234.04,2055.47,4228.68,94.698,2.06
2015-02-09,856.957,1239.03,2046.74,4216.09,94.449,2.06
2015-02-10,864.114,1233.55,2068.59,4281.16,94.758,2.08
2015-02-11,869.527,1218.83,2068.53,4297.28,94.985,2.04
2015-02-12,881.56,1221.98,2088.48,4347.97,94.094,1.95
2015-02-13,882.555,1229.76,2096.99,4384.03,94.201,2.04
2015-02-16,882.555,1232.55,2096.99,4384.03,94.201,2.04
2015-02-17,883.235,1209.89,2100.34,4385.34,94.061,2.09
2015-02-18,884.2,1212.42,2099.68,4390.91,94.198,2.1
2015-02-19,884.408,1206.84,2097.45,4411.86,94.404,2.13
2015-02-20,890.346,1201.94,2110.3,4443.05,94.253,2.13
2015-02-23,890.296,1201.83,2109.66,4449.49,94.569,2.1
2015-02-24,892.881,1200.53,2115.48,4451.03,94.493,2.11
2015-02-25,892.878,1205,2113.86,4440.59,94.213,2.08
2015-02-26,890.287,1209.49,2110.74,4462.27,95.292,2.09
2015-02-27,882.078,1213.18,2104.5,4440.67,95.293,2.17
2015-03-02,892.254,1206.83,2117.39,4483.05,95.462,2.12
2015-03-03,885.776,1203.74,2107.78,4458.78,95.383,2.15
2015-03-04,882.791,1200.34,2098.53,4445.36,95.965,2.13
2015-03-05,887.079,1198.4,2101.04,4452.06,96.378,2.15
2015-03-06,876.404,1167.29,2071.26,4399.23,97.615,2.11
2015-03-09,879.87,1167.21,2079.43,4412.99,97.588,2.05
2015-03-10,863.675,1161.84,2044.16,4329.08,98.618,2.1
2015-03-11,869.017,1155.31,2040.24,4305.38,99.795,1.99
2015-03-12,884.15,1153.73,2065.95,4336.23,99.435,2.01
2015-03-13,876.185,1158.48,2053.4,4314.9,100.33,1.98
2015-03-16,886.382,1154.81,2081.19,4370.47,99.604,2.03
2015-03-17,886.139,1149.57,2074.28,4375.63,99.585,1.94
2015-03-18,893.845,1167.61,2099.5,4422.5,98.55,2.07
2015-03-19,896.91,1171.18,2089.27,4426.83,99.26,2.09
2015-03-20,903.635,1182.54,2108.1,4458.54,97.909,2.02
2015-03-23,901.956,1189.54,2104.42,4445.55,97.033,2.02
2015-03-24,897.086,1193.28,2091.5,4430.98,97.193,2.01
2015-03-25,881.258,1195.47,2061.05,4329.29,96.979,2.06
2015-03-26,882.378,1204.81,2056.15,4315.26,97.436,2.03
2015-03-27,884.139,1198.55,2061.02,4332.86,97.291,1.98
2015-03-30,896.1,1186.07,2086.24,4382.82,97.975,1.97
2015-03-31,893.961,1183.57,2067.89,4333.69,98.357,2.01
2015-04-01,894.132,1203.98,2059.69,4311.26,98.185,2.02
2015-04-02,895.807,1202.61,2066.96,4316.01,97.436,2.06
2015-04-03,895.807,1206.91,2066.96,4316.01,96.545,2.08
2015-04-06,897.54,1214.84,2080.62,4350.98,96.777,2.1
2015-04-07,895.747,1209.22,2076.33,4344.08,97.83,2.1
2015-04-08,903.27,1202.57,2081.9,4375.96,97.94,2.1
2015-04-09,902.107,1194.81,2091.18,4403.95,99.155,2.09
2015-04-10,903.047,1207.59,2102.06,4422.02,99.338,2.08
2015-04-13,901.159,1198.88,2092.43,4409.21,99.49,2.05
2015-04-14,903.274,1192.78,2095.84,4397.65,98.733,2.05
2015-04-15,907.641,1202.58,2106.63,4424.53,98.319,2.09
2015-04-16,905.68,1198.55,2104.99,4418.83,97.415,2.12
2015-04-17,890.773,1204.22,2081.18,4351.8,97.52,2.13
2015-04-20,897.972,1195.89,2100.4,4417.4,97.941,2.18
2015-04-21,901.812,1202.41,2097.29,4435.98,98.004,2.13
2015-04-22,906.115,1187.13,2107.96,4460.81,97.932,2.14
2015-04-23,913.758,1193.97,2112.93,4477.07,97.278,2.08
2015-04-24,910.529,1179,2117.69,4536.78,96.922,2.07
2015-04-27,904.083,1202.15,2108.92,4525.04,96.765,2.11
2015-04-28,907.969,1212.17,2114.76,4515.27,96.092,2.09
2015-04-29,911.526,1204.71,2106.85,4488.15,95.209,2.14
2015-04-30,899.846,1184.37,2085.51,4414.25,94.6,2.16
2015-05-01,907.309,1178.46,2108.29,4479.06,95.297,2.16
2015-05-04,910.594,1188.33,2114.49,4482.61,95.48,2.15
2015-05-05,902.421,1193.34,2089.46,4409.39,95.076,2.16
2015-05-06,901.49,1192.24,2080.15,4379.75,94.087,2.13
2015-05-07,907.038,1184.51,2088,4401.55,94.635,2.1
2015-05-08,909.301,1188.39,2116.1,4458.65,94.794,2.1
2015-05-11,910.674,1183.97,2105.33,4438.64,95.011,2.12
2015-05-12,906.886,1193.94,2099.12,4420.65,94.534,2.11
2015-05-13,909.207,1215.75,2098.48,4426.56,93.617,2.05
2015-05-14,918.895,1221.14,2121.1,4495.04,93.457,2.09
2015-05-15,917.203,1224.8,2122.73,4494.29,93.135,2.04
2015-05-18,924.173,1225.51,2129.2,4512.95,94.221,2.08
2015-05-19,925.173,1207.86,2127.83,4503.72,95.267,2.08
2015-05-20,922.826,1209.8,2125.85,4505.3,95.448,2.11
2015-05-21,921.967,1204.86,2130.82,4529.47,95.255,2.05
2015-05-22,920.53,1206.21,2126.06,4527.16,96.014,2.09
2015-05-25,920.53,1206.6,2126.06,4527.16,96.014,2.09
2015-05-26,909.751,1187.3,2104.2,4472.96,97.299,2.05
2015-05-27,918.831,1188.09,2123.48,4546.06,97.371,2.06
2015-05-28,917.048,1188.4,2120.79,4535.66,96.965,2.07
2015-05-29,911.791,1190.58,2107.39,4508.25,96.907,2.03
2015-06-01,913.629,1189.2,2111.73,4521.85,97.392,2.05
2015-06-02,914.292,1193.01,2109.6,4508.89,95.835,2.07
2015-06-03,922.24,1185.17,2114.07,4519.86,95.465,2.07
2015-06-04,910.249,1176.89,2095.84,4487.03,95.461,2.03
2015-06-05,912.621,1171.94,2092.83,4477.19,96.306,2.08
2015-06-08,905.353,1174.07,2079.28,4431.52,95.299,2.07
2015-06-09,904.005,1176.8,2080.15,4427.61,95.166,2.07
2015-06-10,917.999,1186.06,2105.2,4485.46,94.646,2.08
2015-06-11,922.019,1182.01,2108.86,4488.47,94.976,2.03
2015-06-12,919.784,1181.63,2094.11,4453.79,94.972,2.04
2015-06-15,914.388,1186.43,2084.43,4432.92,94.81,2.06
2015-06-16,919.475,1182.07,2096.29,4455.9,94.999,2.09
2015-06-17,919.442,1185.55,2100.44,4468.98,94.296,2.11
2015-06-18,924.805,1201.94,2121.24,4531.85,94.042,2.11
2015-06-19,923.962,1200.27,2109.99,4513.42,94.085,2.09
2015-06-22,930.674,1185.98,2122.85,4544.04,94.329,2.15
2015-06-23,936.697,1178.63,2124.2,4548.74,95.432,2.17
2015-06-24,928.984,1175.4,2108.58,4524.6,95.264,2.16
2015-06-25,929.778,1173.17,2102.31,4514.01,95.187,2.19
2015-06-26,929.327,1175.52,2101.49,4484.28,95.472,2.18
2015-06-29,904.624,1179.83,2057.64,4379.87,94.79,2.15
2015-06-30,906.794,1172.35,2063.11,4396.76,95.485,2.13
2015-07-01,915.473,1168.79,2077.42,4429.23,96.31,2.18
2015-07-02,912.4,1166.26,2076.78,4433.39,96.113,2.2
2015-07-03,912.4,1169.1,2076.78,4433.39,96.113,2.2
2015-07-06,912.944,1170.33,2068.76,4418.66,96.298,2.17
2015-07-07,912.36,1155.26,2081.34,4429.06,96.865,2.17
2015-07-08,901.604,1158.33,2046.68,4351.58,96.294,2.12
2015-07-09,908.898,1159.43,2051.31,4352.03,96.606,2.14
2015-07-10,923.005,1163.74,2076.62,4420.15,96.025,2.16
2015-07-13,927.714,1157.98,2099.6,4494.47,96.858,2.16
2015-07-14,929.646,1156.06,2108.95,4523.47,96.643,2.15
2015-07-15,928.71,1149.45,2107.4,4528.36,97.166,2.15
2015-07-16,936.908,1145.39,2124.29,4594.9,97.668,2.16
2015-07-17,934.498,1134.14,2126.64,4661.6,97.862,2.16
2015-07-20,937.695,1096.5,2128.28,4679.68,98.029,2.15
2015-07-21,932.801,1101.25,2119.21,4674.41,97.328,2.15
2015-07-22,937.809,1094.24,2114.15,4623.24,97.598,2.12
2015-07-23,928.976,1090.7,2102.15,4602.83,97.115,2.13
2015-07-24,924.171,1099.11,2079.65,4557.38,97.244,2.12
2015-07-27,911.665,1093.98,2067.64,4519.09,96.502,2.11
2015-07-28,918.775,1095.48,2093.25,4560.23,96.772,2.12
2015-07-29,933.975,1096.85,2108.57,4581.6,96.976,2.14
2015-07-30,940.548,1088.76,2108.63,4598.59,97.56,2.14
2015-07-31,945.557,1095.8,2103.84,4588.91,97.336,2.12
2015-08-03,945.028,1086.79,2098.04,4580.46,97.494,2.09
2015-08-04,946.793,1087.7,2093.32,4567.47,97.931,2.11
2015-08-05,954.91,1085.03,2099.84,4602.24,97.958,2.09
2015-08-06,944.149,1089.55,2083.56,4528.51,97.833,2.03
2015-08-07,946.753,1094.15,2077.57,4520.08,97.563,2.04
2015-08-10,957.186,1104.51,2104.18,4573.11,97.159,2.08
2015-08-11,942.886,1108.95,2084.07,4513.99,97.29,2.05
2015-08-12,944.424,1124.47,2086.05,4528.19,96.262,1.97
2015-08-13,946.387,1115.1,2083.39,4519.32,96.445,2
2015-08-14,952.238,1115.07,2091.54,4530.74,96.52,1.99
2015-08-17,957.999,1117.7,2102.44,4566.37,96.806,1.94
2015-08-18,956.926,1117.71,2096.92,4542.07,97.04,1.95
2015-08-19,949.956,1133.88,2079.61,4510.9,96.359,1.97
2015-08-20,931.85,1152.2,2035.73,4385.13,95.98,1.95
2015-08-21,904.442,1160.77,1970.89,4197.27,95.008,1.93
2015-08-24,868.061,1155.11,1893.21,4038.6,93.332,1.87
2015-08-25,864.193,1140.49,1867.61,4016.32,94.53,1.91
2015-08-26,890.326,1125.26,1940.51,4219.6,95.1,1.93
2015-08-27,907.478,1125,1987.66,4324.82,95.61,1.96
2015-08-28,910.143,1133.6,1988.87,4329.12,96.106,2
2015-08-31,900.385,1134.93,1972.18,4274.58,95.824,2
2015-09-01,875.815,1140.27,1913.85,4142.63,95.45,1.96
2015-09-02,890.572,1134.05,1948.86,4256.23,95.828,1.93
2015-09-03,898.257,1125.46,1951.13,4234.65,96.405,1.92
2015-09-04,887.15,1121.85,1921.22,4184.72,96.229,1.88
2015-09-07,887.15,1119.35,1921.22,4184.72,96.229,1.88
2015-09-08,912.369,1121.55,1969.41,4303.53,95.985,1.91
2015-09-09,901.796,1107.85,1942.04,4253.45,96.012,1.97
2015-09-10,905.579,1110.75,1952.29,4296.3,95.456,1.97
2015-09-11,911.833,1107.95,1961.05,4323.23,95.194,1.97
2015-09-14,907.621,1109.1,1953.03,4308.76,95.246,1.93
2015-09-15,919.933,1105.35,1978.09,4360.28,95.611,1.92
2015-09-16,922.309,1119.52,1995.31,4383.67,95.42,1.93
2015-09-17,919.259,1131.51,1990.2,4384.96,94.55,1.92
2015-09-18,907.571,1139.23,1958.03,4323.86,94.863,1.91
2015-09-21,918.861,1133.44,1966.97,4336.13,95.894,1.89
2015-09-22,910.029,1124.76,1942.74,4274.1,96.283,1.87
2015-09-23,914.371,1130.3,1938.76,4273.53,96.068,1.88
2015-09-24,908.251,1153.95,1932.24,4261.1,95.994,1.87
2015-09-25,911.895,1146.2,1931.34,4224.74,96.269,1.81
2015-09-28,888.189,1131.95,1881.77,4103.47,96.034,1.76
2015-09-29,888.995,1127.43,1884.09,4083.37,95.855,1.75
2015-09-30,904.26,1115.09,1920.03,4181.06,96.35,1.75
2015-10-01,907.695,1113.61,1923.82,4192.96,96.185,1.79
2015-10-02,916.473,1138.6,1951.36,4267.45,95.83,1.81
2015-10-05,931.773,1135.75,1987.05,4331.43,96.106,1.84
2015-10-06,927.197,1147.24,1979.92,4306.7,95.455,1.82
2015-10-07,939.661,1145.54,1995.83,4333.46,95.497,1.88
2015-10-08,950.459,1139.01,2013.43,4350.15,95.318,1.9
2015-10-09,952.511,1156.53,2014.89,4370.01,94.813,1.86
2015-10-12,957.148,1163.85,2017.46,4382.56,94.841,1.86
