name.length,age,nationality,sex,school
22,23.10,Mexico,male,EIC
22,19.64,Mexico,male,EIC
27,20.07,Mexico,female,EIC
24,22.20,Mexico,female,EIC
28,21.30,Mexico,male,EIC
18,22.11,Mexico,male,EIC
14,22.80,Mexico,male,EIC
23,21.47,Mexico,male,EIC
19,21.71,Mexico,female,EIC
21,21.54,Mexico,male,EIC
17,21.16,Mexico,female,EIC
22,21.41,Mexico,female,EIC
18,22.35,Mexico,male,EIC
18,21.25,Mexico,female,EIC
26,20.97,Mexico,male,EIC
26,20.48,Mexico,male,EIC
28,21.01,Mexico,male,EIC
27,21.24,Mexico,male,EIC
21,21.18,Mexico,male,EIC
19,22.05,Mexico,female,EIC
25,19.84,Mexico,male,EIC
23,19.36,Mexico,female,EIC
20,19.49,Mexico,female,EIC
27,19.94,Mexico,male,EIC
20,19.49,Mexico,male,EIC
17,20.10,Mexico,female,EIC
15,21.10,Mexico,male,EIC
18,19.84,Mexico,male,EIC
17,19.63,Mexico,female,EIC
25,19.66,Mexico,female,EIC
19,20.74,Mexico,male,EIC
23,19.72,Mexico,female,EIC
26,19.81,Mexico,female,EIC
26,20.40,Mexico,female,EIC
23,19.74,Mexico,male,EIC
23,20.14,Mexico,male,EIC
16,19.55,Mexico,female,EIC
21,23.55,Mexico,male,EIC
15,19.76,Mexico,female,EIC
22,20.16,Mexico,female,EIC
23,19.97,Mexico,male,EIC
26,25.37,Mexico,male,EIC
24,20.48,Mexico,male,EIC
17,19.64,Mexico,male,EIC
24,21.51,Mexico,male,EIC
25,21.45,Mexico,female,EIC
23,21.35,Mexico,male,EIC
19,21.19,Mexico,female,EIC
18,21.23,Mexico,male,EIC
19,21.66,Mexico,male,EIC
16,21.64,Mexico,male,EIC
24,20.60,South America,female,EIC
27,20.55,Mexico,female,EIC
28,21.00,Mexico,male,EIC
25,21.32,Mexico,female,EIC
29,20.80,Mexico,male,EIC
30,21.90,Mexico,male,EIC
25,20.52,Mexico,male,EIC
21,21.05,Mexico,female,EIC
22,20.31,Mexico,male,EIC
20,21.50,Mexico,female,EIC
24,20.96,Mexico,male,EIC
24,20.09,Mexico,female,EIC
22,20.17,Mexico,female,EIC
19,21.52,Mexico,female,EIC
24,20.18,Mexico,male,EIC
24,21.14,Mexico,male,EIC
21,21.25,Mexico,female,EIC
20,19.65,Mexico,female,EIC
24,20.33,Mexico,male,EIC
31,19.15,Mexico,female,EIC
26,20.59,Mexico,male,EIC
27,20.75,Mexico,female,EIC
23,23.38,Mexico,male,EIC
27,19.36,Mexico,male,EIC
27,23.24,South America,female,EIC
21,20.58,Mexico,male,EIC
21,19.52,Mexico,male,EIC
17,20.11,Mexico,male,EIC
24,19.62,Mexico,female,EIC
28,19.81,Mexico,female,EIC
23,21.11,Mexico,female,EIC
24,19.43,Mexico,male,EIC
24,21.18,Mexico,male,EIC
24,20.93,Mexico,female,EIC
16,22.14,Mexico,female,EIC
22,19.48,Mexico,female,EIC
18,23.35,Mexico,female,EIC
28,23.87,Mexico,female,EIC
24,23.90,Mexico,male,EIC
25,23.04,Mexico,male,EIC
20,23.52,Mexico,male,EIC
25,21.24,Mexico,male,EIC
29,20.25,Mexico,female,EIC
24,23.07,Mexico,male,EIC
28,19.96,Mexico,male,EIC
28,19.63,Mexico,female,EIC
20,21.97,Mexico,male,EIC
21,21.46,Mexico,female,EIC
25,22.83,Mexico,male,EIC
26,21.24,Mexico,female,EIC
19,21.63,Mexico,female,EIC
20,22.42,Mexico,female,EIC
24,22.28,Mexico,female,EIC
20,21.65,Mexico,female,EIC
15,22.10,Mexico,female,EIC
23,21.76,Mexico,male,EIC
25,21.13,Mexico,male,EIC
22,23.25,Mexico,male,EIC
19,22.10,Mexico,male,EIC
21,21.49,Mexico,male,EIC
22,21.48,Mexico,female,EIC
19,22.36,Mexico,female,EIC
27,22.78,Mexico,male,EIC
17,22.09,Mexico,female,EIC
17,22.48,Mexico,female,EIC
18,24.83,Mexico,male,EIC
27,21.74,Mexico,female,EIC
24,21.64,Mexico,male,EIC
23,20.58,Mexico,male,EIC
17,21.49,Mexico,male,EIC
22,21.11,South America,female,EIC
23,20.42,Mexico,male,EIC
25,21.70,Mexico,male,EIC
22,20.84,Mexico,female,EIC
25,20.37,Mexico,female,EIC
23,21.65,Mexico,female,EIC
32,20.31,Mexico,male,EIC
19,20.37,Mexico,female,EIC
25,22.20,Mexico,male,EIC
24,20.17,Mexico,male,EIC
22,20.62,Mexico,male,EIC
26,21.60,South America,male,EIC
23,23.15,Mexico,male,EIC
18,20.39,Mexico,female,EIC
20,20.24,Mexico,female,EIC
19,20.60,Mexico,male,EIC
18,21.57,Mexico,female,EIC
18,19.16,Mexico,male,EIC
24,20.66,Mexico,female,EIC
21,19.77,Mexico,female,EIC
21,20.44,Mexico,male,EIC
17,20.34,Mexico,female,EIC
19,19.82,Mexico,female,EIC
22,19.81,Mexico,female,EIC
20,20.39,Mexico,female,EIC
19,19.82,Mexico,female,EIC
22,19.19,Mexico,female,EIC
31,19.45,Mexico,female,EIC
27,23.43,Mexico,male,EIC
19,19.91,Mexico,female,EIC
27,22.10,Mexico,male,EIC
27,19.46,Mexico,male,EIC
16,19.55,Mexico,female,EIC
24,19.97,Mexico,male,EIC
17,24.00,Mexico,male,EIC
20,21.11,Mexico,male,EIC
27,22.62,Mexico,male,EIC
17,22.67,Mexico,male,EIC
27,21.70,Mexico,female,EIC
24,22.66,Mexico,female,EIC
30,21.45,Mexico,female,EIC
24,22.03,Mexico,female,EIC
23,21.59,Mexico,female,EIC
25,21.25,Mexico,female,EIC
31,22.38,Mexico,male,EIC
21,23.47,Mexico,female,EIC
20,21.81,Mexico,female,EIC
30,21.50,Mexico,female,EIC
20,21.25,Mexico,male,EIC
22,21.13,Mexico,male,EIC
24,20.64,Mexico,female,EIC
22,20.91,Mexico,male,EIC
24,20.71,Mexico,female,EIC
19,21.93,Mexico,male,EIC
23,20.70,Mexico,female,EIC
32,20.18,Mexico,female,EIC
24,20.75,Mexico,female,EIC
23,20.62,Mexico,male,EIC
28,21.55,Mexico,male,EIC
24,22.76,Mexico,male,EIC
19,20.98,Mexico,male,EIC
25,22.78,Mexico,male,EIC
22,20.22,Mexico,female,EIC
27,19.79,Mexico,male,EIC
18,20.23,Mexico,male,EIC
26,19.69,Mexico,female,EIC
21,19.21,Mexico,female,EIC
20,19.43,Mexico,female,EIC
27,20.03,Mexico,female,EIC
20,19.19,Mexico,male,EIC
20,20.27,Mexico,male,EIC
22,23.90,Mexico,male,EIC
20,24.37,Mexico,male,EIC
27,23.54,Mexico,male,EIC
22,23.15,Mexico,male,EIC
19,23.07,Mexico,male,EIC
16,21.47,Mexico,female,EIC
19,21.53,Mexico,male,EIC
26,21.36,Mexico,female,EIC
21,21.88,Mexico,female,EIC
14,22.54,Mexico,male,EIC
20,22.14,Mexico,male,EIC
31,22.50,Mexico,male,EIC
22,21.95,Mexico,female,EIC
24,21.40,Mexico,female,EIC
25,21.43,Mexico,male,EIC
27,21.14,Mexico,male,EIC
24,22.03,Mexico,male,EIC
24,20.72,Mexico,female,EIC
30,22.08,Mexico,female,EIC
25,20.67,Mexico,male,EIC
27,20.93,Mexico,female,EIC
26,21.41,Mexico,male,EIC
21,20.91,Mexico,male,EIC
20,20.65,Mexico,female,EIC
21,20.95,Mexico,male,EIC
26,20.64,Mexico,male,EIC
19,20.64,Mexico,male,EIC
22,21.08,Mexico,male,EIC
24,21.09,Mexico,female,EIC
28,20.88,Mexico,male,EIC
20,20.60,Mexico,male,EIC
26,19.35,Mexico,male,EIC
18,20.33,Mexico,male,EIC
16,19.38,Mexico,male,EIC
27,19.79,Mexico,male,EIC
29,20.07,Mexico,male,EIC
22,19.90,Mexico,male,EIC
20,19.90,Mexico,male,EIC
24,21.75,Mexico,male,EIC
22,22.55,Mexico,female,EIC
19,22.09,Mexico,male,EIC
28,21.99,Mexico,male,EIC
22,21.46,Mexico,male,EIC
23,21.84,Mexico,male,EIC
25,25.29,Mexico,male,EIC
24,22.00,Mexico,male,EIC
21,21.72,Mexico,male,EIC
25,22.53,Mexico,male,EIC
16,22.60,Mexico,male,EIC
25,21.63,Mexico,male,EIC
17,22.43,Mexico,male,EIC
29,21.68,Mexico,male,EIC
21,21.11,Mexico,male,EIC
24,21.87,Mexico,male,EIC
23,20.33,Mexico,female,EIC
19,21.71,Mexico,male,EIC
29,20.96,Mexico,male,EIC
15,20.82,Mexico,male,EIC
23,21.09,Mexico,male,EIC
24,19.67,Mexico,male,EIC
20,20.03,Mexico,female,EIC
33,20.72,Mexico,female,EIC
29,19.14,Mexico,male,EIC
17,19.76,Mexico,male,EIC
19,20.04,Mexico,male,EIC
18,19.96,Mexico,male,EIC
24,19.86,Mexico,male,EIC
20,28.78,Mexico,male,EIC
30,26.63,Mexico,male,EIC
20,25.07,Mexico,male,EIC
25,23.69,Mexico,male,EIC
25,23.03,Mexico,male,EIC
24,22.48,Mexico,male,EIC
29,24.01,Mexico,female,EIC
21,22.75,Mexico,male,EIC
20,24.02,Mexico,female,EIC
28,21.00,Mexico,female,EIC
22,20.84,Mexico,female,EIC
27,23.64,Mexico,male,EIC
16,22.27,Mexico,female,EIC
22,23.27,Mexico,male,EIC
25,23.02,Mexico,female,EIC
25,22.25,Mexico,female,EIC
15,22.15,Mexico,male,EIC
31,22.16,Mexico,male,EIC
23,22.20,Mexico,male,EIC
26,23.00,Mexico,male,EIC
22,21.77,Mexico,male,EIC
20,21.66,Mexico,female,EIC
20,21.56,Mexico,male,EIC
20,22.08,Mexico,female,EIC
20,22.13,Mexico,male,EIC
25,22.02,Mexico,male,EIC
18,21.96,Mexico,male,EIC
22,21.41,Mexico,male,EIC
25,22.09,Mexico,male,EIC
19,23.01,Mexico,male,EIC
27,22.41,Mexico,male,EIC
19,22.04,Mexico,male,EIC
21,21.98,Mexico,male,EIC
23,21.57,Mexico,male,EIC
29,21.68,Mexico,female,EIC
24,21.69,Mexico,male,EIC
28,20.27,Mexico,male,EIC
20,21.85,Mexico,male,EIC
23,20.97,Mexico,male,EIC
17,20.87,Mexico,female,EIC
19,20.46,Mexico,male,EIC
20,20.39,Mexico,male,EIC
24,21.10,Mexico,female,EIC
28,20.70,Mexico,male,EIC
28,21.39,Mexico,male,EIC
12,20.99,Mexico,female,EIC
30,21.07,Mexico,male,EIC
16,21.56,Mexico,male,EIC
31,20.74,Mexico,male,EIC
23,20.56,Mexico,male,EIC
20,21.01,Mexico,male,EIC
25,20.74,Mexico,male,EIC
25,22.17,Mexico,male,EIC
22,20.49,Mexico,female,EIC
28,21.31,Mexico,male,EIC
27,20.73,Mexico,male,EIC
21,21.71,Mexico,male,EIC
17,22.27,Mexico,male,EIC
30,20.62,Mexico,male,EIC
25,21.80,Mexico,female,EIC
19,20.69,Mexico,male,EIC
17,21.45,Mexico,male,EIC
24,24.19,Mexico,male,EIC
23,23.45,Mexico,male,EIC
27,22.28,Mexico,female,EIC
26,19.21,Mexico,female,EIC
22,21.17,Mexico,male,EIC
22,20.03,Mexico,male,EIC
23,19.58,Mexico,male,EIC
20,19.58,Mexico,male,EIC
29,19.50,Mexico,male,EIC
26,19.70,Mexico,female,EIC
28,20.06,Mexico,male,EIC
30,19.29,Mexico,female,EIC
21,19.89,Mexico,male,EIC
19,20.59,Mexico,male,EIC
28,19.13,Mexico,female,EIC
24,19.83,Mexico,male,EIC
23,20.23,Mexico,male,EIC
9,19.53,Asia,female,EIC
20,24.65,Mexico,female,EIC
26,20.08,Mexico,female,EIC
28,22.86,Mexico,female,EIC
19,20.94,Mexico,male,EIC
19,19.51,Mexico,female,EIC
25,19.92,Mexico,male,EIC
19,19.67,Mexico,male,EIC
25,19.29,Mexico,male,EIC
21,21.07,Mexico,male,EIC
23,19.71,Mexico,male,EIC
23,19.80,Mexico,male,EIC
27,22.28,Mexico,male,EIC
25,22.60,Mexico,male,EIC
18,20.13,Mexico,male,EIC
26,21.29,Mexico,female,EIC
25,22.05,Mexico,female,EIC
32,23.12,Mexico,male,EIC
17,23.14,Mexico,male,EIC
25,21.60,Mexico,male,EIC
23,21.18,Mexico,female,EIC
30,23.01,Mexico,male,EIC
25,22.34,Mexico,male,EIC
16,21.98,South America,male,EIC
20,21.26,Mexico,male,EIC
24,21.31,Mexico,female,EIC
17,22.80,Mexico,male,EIC
20,21.68,Mexico,female,EIC
20,21.99,Mexico,male,EIC
26,21.61,Mexico,male,EIC
17,19.39,Mexico,male,EIC
16,21.49,Mexico,male,EIC
23,21.86,Mexico,male,EIC
25,21.28,Mexico,male,EIC
25,22.11,Mexico,male,EIC
28,21.56,Mexico,male,EIC
27,22.26,Mexico,male,EIC
24,21.06,Mexico,male,EIC
21,20.85,Mexico,male,EIC
18,21.06,Mexico,male,EIC
27,21.10,Mexico,male,EIC
16,21.22,Mexico,male,EIC
21,20.30,Mexico,male,EIC
28,20.91,Mexico,male,EIC
17,20.84,Mexico,male,EIC
27,22.02,South America,female,EIC
27,20.55,Mexico,male,EIC
21,21.97,Mexico,female,EIC
23,21.16,Mexico,male,EIC
25,20.70,Mexico,male,EIC
25,20.37,Mexico,male,EIC
19,21.20,Mexico,female,EIC
19,21.03,Mexico,male,EIC
26,21.12,Mexico,male,EIC
24,19.61,Mexico,male,EIC
20,21.79,Mexico,male,EIC
21,21.00,Mexico,male,EIC
18,20.19,Mexico,male,EIC
18,20.85,Mexico,male,EIC
29,19.44,Mexico,male,EIC
16,20.73,Mexico,male,EIC
27,19.20,Mexico,male,EIC
23,19.82,Mexico,male,EIC
29,19.78,Mexico,female,EIC
23,20.12,Mexico,female,EIC
23,20.63,Mexico,male,EIC
21,20.32,Mexico,male,EIC
25,20.00,Mexico,male,EIC
25,18.65,Mexico,female,EIC
22,20.06,Mexico,male,EIC
31,19.47,Mexico,female,EIC
29,19.50,Mexico,male,EIC
19,19.96,Mexico,female,EIC
17,21.11,Mexico,male,EIC
26,28.90,Mexico,male,EIC
22,19.52,Mexico,male,EIC
17,20.45,Mexico,female,EIC
23,19.85,Mexico,male,EIC
20,22.97,Mexico,female,EIC
24,22.99,Mexico,male,EIC
21,22.76,Mexico,male,EIC
24,21.13,Mexico,female,EIC
23,22.34,Mexico,female,EIC
24,23.08,Mexico,male,EIC
25,21.63,Mexico,female,EIC
25,21.58,Mexico,female,EIC
21,20.35,Mexico,female,EIC
19,21.97,Mexico,male,EIC
23,21.07,Mexico,male,EIC
20,19.46,Mexico,female,EIC
20,19.39,Mexico,female,EIC
28,20.07,Mexico,male,EIC
22,26.07,Mexico,male,EIC
30,21.68,Mexico,male,EIC
26,21.82,Mexico,female,EIC
27,21.03,Mexico,female,EIC
21,20.41,Mexico,female,EIC
24,20.47,Mexico,male,EIC
28,22.60,Mexico,female,EIC
27,19.47,Mexico,male,EIC
22,23.80,Mexico,male,EN
26,27.03,Mexico,female,EN
25,24.75,Mexico,female,EN
19,24.50,Mexico,male,EN
27,28.09,Mexico,male,EN
20,29.09,Mexico,male,EN
20,24.62,Mexico,female,EN
21,24.95,Mexico,female,EN
21,21.41,Mexico,male,EN
26,26.75,Mexico,female,EN
24,22.28,Mexico,female,EN
24,22.62,Mexico,female,EN
22,21.69,Mexico,female,EN
28,22.45,Mexico,male,EN
22,21.25,Mexico,female,EN
24,22.00,Mexico,female,EN
29,22.37,Mexico,male,EN
25,21.94,Mexico,male,EN
22,21.72,Mexico,male,EN
27,22.24,Mexico,female,EN
21,22.33,Mexico,female,EN
17,21.92,Mexico,male,EN
26,21.88,Mexico,male,EN
18,23.11,Mexico,male,EN
27,21.86,Mexico,male,EN
25,21.97,Mexico,male,EN
23,21.83,Mexico,male,EN
27,21.65,Mexico,male,EN
27,22.27,Mexico,male,EN
21,22.66,Mexico,female,EN
25,21.35,Mexico,male,EN
26,20.99,Mexico,male,EN
27,21.44,Mexico,male,EN
25,20.35,Mexico,female,EN
20,20.65,Mexico,female,EN
32,20.24,Mexico,male,EN
27,21.25,Mexico,male,EN
28,20.43,Mexico,male,EN
28,20.41,Mexico,male,EN
25,21.04,Mexico,male,EN
21,20.97,Mexico,male,EN
20,21.90,Mexico,male,EN
27,21.47,Mexico,male,EN
25,20.79,Mexico,female,EN
19,20.33,Mexico,male,EN
22,21.55,Mexico,male,EN
24,19.26,Mexico,male,EN
24,20.15,Mexico,female,EN
28,20.23,Mexico,female,EN
20,20.75,Mexico,female,EN
30,19.98,Mexico,female,EN
22,20.88,Mexico,female,EN
26,20.23,Mexico,female,EN
20,20.22,Mexico,male,EN
22,19.72,Mexico,female,EN
21,20.31,Mexico,male,EN
24,19.62,Mexico,male,EN
26,22.25,Mexico,female,EN
28,19.76,Mexico,female,EN
16,21.87,Mexico,male,EN
23,21.92,Mexico,male,EN
27,22.61,Mexico,male,EN
18,21.30,Mexico,male,EN
24,21.51,Mexico,male,EN
24,22.08,Mexico,female,EN
24,20.69,Mexico,female,EN
24,20.26,Mexico,male,EN
24,20.38,Mexico,male,EN
20,20.78,Mexico,male,EN
24,20.94,Mexico,female,EN
24,20.28,Mexico,male,EN
23,21.48,Mexico,male,EN
23,20.67,Mexico,male,EN
17,21.45,Mexico,female,EN
26,19.47,Mexico,male,EN
27,19.73,Mexico,female,EN
26,20.77,Mexico,female,EN
22,21.02,Mexico,male,EN
27,20.17,Mexico,male,EN
18,19.42,Mexico,female,EN
20,20.74,Mexico,male,EN
21,26.17,Mexico,male,EN
25,20.79,Mexico,female,EN
18,27.03,Mexico,female,EN
25,25.28,Mexico,female,EN
24,25.57,Mexico,female,EN
24,24.60,Mexico,male,EN
20,25.77,Mexico,female,EN
24,24.97,Mexico,male,EN
27,25.46,Mexico,female,EN
23,23.69,Mexico,male,EN
18,23.17,Mexico,male,EN
27,23.88,Mexico,female,EN
25,22.95,Mexico,male,EN
27,23.22,Mexico,male,EN
35,23.38,Mexico,female,EN
26,21.00,Mexico,female,EN
21,21.87,Mexico,female,EN
23,21.88,Mexico,female,EN
21,23.05,Mexico,female,EN
19,21.85,Mexico,female,EN
27,21.72,Mexico,female,EN
18,21.80,Mexico,female,EN
24,22.03,Mexico,female,EN
19,23.11,Mexico,male,EN
23,22.90,Mexico,female,EN
24,21.53,Mexico,male,EN
19,21.20,Mexico,female,EN
24,21.76,Mexico,male,EN
24,21.89,Mexico,female,EN
15,21.25,Mexico,male,EN
15,22.70,Mexico,male,EN
26,22.11,Mexico,female,EN
21,22.04,Mexico,male,EN
21,21.99,Mexico,male,EN
22,26.46,Mexico,female,EN
20,22.31,Mexico,female,EN
23,20.56,Mexico,female,EN
19,21.39,Mexico,female,EN
28,21.22,Mexico,male,EN
20,21.18,Mexico,male,EN
15,21.52,Mexico,female,EN
21,21.22,Mexico,male,EN
24,21.12,Mexico,male,EN
19,21.00,Mexico,female,EN
23,20.88,Mexico,male,EN
18,22.08,Mexico,male,EN
19,20.93,Mexico,male,EN
26,20.27,Mexico,male,EN
29,20.96,Mexico,male,EN
23,20.70,Mexico,female,EN
20,20.83,Mexico,female,EN
27,20.94,Mexico,female,EN
27,22.02,Mexico,male,EN
24,20.77,Mexico,female,EN
29,20.53,Mexico,male,EN
26,23.88,Mexico,female,EN
27,20.08,Mexico,female,EN
27,19.46,Mexico,male,EN
25,19.31,Mexico,female,EN
19,20.02,Mexico,female,EN
23,20.80,Mexico,female,EN
24,19.75,Mexico,female,EN
16,20.05,Mexico,female,EN
20,23.90,Mexico,male,EN
20,19.87,Mexico,male,EN
19,22.46,Mexico,female,EN
22,22.17,Mexico,female,EN
28,22.68,Mexico,male,EN
26,19.79,Mexico,male,EN
20,21.93,Mexico,male,EN
23,19.73,Mexico,female,EN
18,20.49,Mexico,male,EN
19,20.79,Mexico,female,EN
30,20.09,Mexico,male,EN
34,20.02,Mexico,female,EN
34,21.43,Mexico,female,EN
20,22.11,Mexico,female,EN
21,21.97,Mexico,male,EN
27,22.12,Mexico,male,EN
21,21.33,Mexico,female,EN
19,20.08,Mexico,female,EN
22,21.19,Mexico,male,EN
19,27.88,Mexico,female,EN
20,21.51,Mexico,male,EN
29,21.77,Mexico,female,EN
28,23.02,Mexico,male,EN
28,22.63,Mexico,male,EN
23,21.84,Mexico,male,EN
16,22.11,Mexico,female,EN
26,22.36,Mexico,female,EN
27,21.79,Mexico,female,EN
22,20.94,Mexico,female,EN
24,21.49,Mexico,female,EN
16,20.80,Mexico,male,EN
22,22.56,Mexico,male,EN
19,21.01,Mexico,female,EN
30,20.51,Mexico,female,EN
26,20.31,Mexico,male,EN
25,21.00,Mexico,female,EN
31,20.63,South America,female,EN
29,20.79,Mexico,female,EN
25,19.41,Mexico,male,EN
19,20.09,Mexico,male,EN
23,19.30,Mexico,female,EN
19,19.93,Mexico,female,EN
25,19.90,Mexico,male,EN
26,19.29,Mexico,female,EN
25,21.91,Mexico,male,EN
25,19.15,North America,male,EN
18,24.11,Mexico,male,EN
30,21.71,Mexico,male,EN
23,22.36,Mexico,male,EN
26,21.45,Mexico,male,EN
23,23.29,Mexico,male,EN
17,22.50,Mexico,male,EN
24,22.91,Mexico,male,EN
27,23.06,Mexico,female,EN
26,21.50,Mexico,male,EN
27,22.03,Mexico,male,EN
20,20.28,Mexico,female,EN
25,20.49,Mexico,male,EN
27,21.75,Mexico,female,EN
28,21.75,Mexico,female,EN
19,21.23,Mexico,male,EN
28,22.27,Mexico,male,EN
26,22.24,Mexico,male,EN
18,22.08,Mexico,male,EN
20,21.88,Mexico,male,EN
23,21.72,Mexico,male,EN
25,21.65,Mexico,male,EN
18,22.97,Mexico,male,EN
22,22.44,Mexico,male,EN
20,22.18,Mexico,male,EN
22,22.19,Mexico,male,EN
26,21.74,Mexico,female,EN
25,21.56,Mexico,female,EN
27,21.62,Mexico,female,EN
19,22.09,Mexico,male,EN
22,21.51,Mexico,male,EN
28,22.77,Mexico,male,EN
20,22.14,Mexico,male,EN
16,21.68,Mexico,male,EN
26,21.28,Mexico,male,EN
28,21.60,Mexico,male,EN
22,21.85,Mexico,male,EN
23,22.03,Mexico,male,EN
23,21.71,Mexico,male,EN
28,22.09,Mexico,female,EN
20,21.53,Mexico,male,EN
23,21.42,Mexico,male,EN
30,21.45,Mexico,female,EN
17,21.14,Mexico,female,EN
25,21.55,Mexico,male,EN
19,21.79,Mexico,male,EN
20,21.54,Mexico,male,EN
23,21.53,Mexico,male,EN
17,21.51,Mexico,female,EN
18,21.93,Mexico,male,EN
35,22.74,Mexico,male,EN
24,21.53,Mexico,male,EN
21,22.75,Mexico,male,EN
22,21.30,Mexico,female,EN
17,20.40,Mexico,male,EN
19,20.58,Mexico,male,EN
24,20.45,Mexico,male,EN
31,21.20,Mexico,female,EN
28,21.66,Mexico,female,EN
19,20.53,Mexico,male,EN
30,20.89,Mexico,male,EN
24,21.57,Mexico,male,EN
27,20.62,Mexico,male,EN
20,22.25,Mexico,male,EN
29,21.36,Mexico,female,EN
20,20.99,Mexico,female,EN
18,20.85,Mexico,male,EN
30,21.25,Mexico,male,EN
23,20.53,Mexico,male,EN
20,20.41,Mexico,male,EN
29,21.35,Mexico,male,EN
29,21.93,Mexico,female,EN
29,21.32,Mexico,male,EN
20,21.37,Mexico,male,EN
26,20.81,Mexico,male,EN
26,22.03,Mexico,male,EN
19,21.05,Mexico,male,EN
21,21.10,Mexico,male,EN
25,20.45,Mexico,male,EN
25,21.70,Mexico,male,EN
28,21.85,Mexico,male,EN
22,21.14,Mexico,male,EN
26,20.30,Mexico,male,EN
25,20.97,Mexico,male,EN
17,21.25,Mexico,male,EN
19,20.53,Mexico,female,EN
28,21.27,Mexico,male,EN
21,20.42,Mexico,male,EN
21,20.18,Mexico,female,EN
22,20.65,Mexico,male,EN
27,24.47,Mexico,male,EN
26,20.23,Mexico,male,EN
22,21.16,Mexico,male,EN
27,19.27,Mexico,male,EN
22,20.65,Mexico,female,EN
22,20.82,Mexico,female,EN
21,20.75,Mexico,male,EN
25,20.32,Mexico,male,EN
19,20.10,Mexico,male,EN
22,19.47,Mexico,male,EN
28,19.39,Mexico,female,EN
22,20.03,Mexico,female,EN
25,19.78,Mexico,female,EN
19,19.64,Mexico,male,EN
21,20.10,Mexico,female,EN
24,19.33,Mexico,male,EN
28,20.08,Mexico,male,EN
22,20.80,Mexico,male,EN
17,20.38,Mexico,male,EN
26,19.34,Mexico,female,EN
18,20.78,Mexico,male,EN
27,20.57,Mexico,female,EN
20,20.03,Mexico,female,EN
27,20.59,Mexico,female,EN
25,20.01,Mexico,male,EN
17,19.47,Mexico,male,EN
17,19.87,Mexico,male,EN
18,19.69,Mexico,female,EN
27,19.90,Mexico,male,EN
19,19.85,Mexico,male,EN
28,19.84,Mexico,male,EN
21,19.45,Mexico,female,EN
26,20.98,Mexico,female,EN
25,19.84,Mexico,male,EN
27,19.69,Mexico,male,EN
17,20.85,Mexico,male,EN
18,20.66,Mexico,male,EN
25,19.81,Mexico,male,EN
27,19.80,Mexico,female,EN
23,19.20,Mexico,male,EN
22,20.30,Mexico,female,EN
24,19.84,Mexico,male,EN
23,21.31,Mexico,male,EN
22,22.50,South America,male,EN
17,22.51,Mexico,male,EN
21,20.11,Mexico,male,EN
20,20.42,Mexico,male,EN
19,19.99,Mexico,female,EN
27,19.43,Mexico,male,EN
22,19.86,Mexico,male,EN
14,19.68,Mexico,male,EN
23,19.71,Mexico,male,EN
21,20.92,Mexico,male,EN
25,20.93,Mexico,male,EN
24,19.86,Mexico,female,EN
23,20.07,Mexico,male,EN
20,19.97,Mexico,male,EN
22,19.69,Mexico,male,EN
18,20.56,Mexico,female,EN
17,20.48,Mexico,male,EN
20,19.76,Mexico,male,EN
20,19.93,Mexico,female,EN
21,21.67,Mexico,male,EN
25,19.15,Mexico,female,EN
27,19.68,Mexico,female,EN
21,20.71,Mexico,female,EN
25,20.49,Mexico,male,EN
30,19.22,Mexico,male,EN
18,20.16,Mexico,female,EN
23,23.30,Mexico,male,EN
20,19.72,Mexico,female,EN
27,19.84,Mexico,male,EN
17,20.08,Mexico,male,EN
22,22.37,Mexico,male,EN
26,22.04,Mexico,male,EN
26,21.48,Mexico,male,EN
25,21.62,Mexico,female,EN
27,21.72,Mexico,female,EN
19,22.06,Mexico,female,EN
20,22.11,Mexico,male,EN
23,21.66,Mexico,female,EN
24,21.18,Mexico,male,EN
19,22.10,Mexico,male,EN
28,21.68,Mexico,female,EN
26,21.95,Mexico,female,EN
29,22.34,Mexico,male,EN
23,22.01,Mexico,male,EN
20,21.91,Mexico,male,EN
23,22.08,Mexico,male,EN
23,21.28,Mexico,female,EN
27,21.60,Mexico,male,EN
26,21.14,Mexico,female,EN
23,25.57,Mexico,female,EN
30,23.18,Mexico,male,EN
21,22.09,Mexico,male,EN
25,21.46,Mexico,female,EN
27,22.44,Mexico,male,EN
24,22.03,Mexico,male,EN
21,19.75,Mexico,male,EN
23,22.10,Mexico,male,EN
18,20.77,Mexico,female,EN
19,20.99,Mexico,female,EN
21,20.38,Mexico,male,EN
23,21.06,Mexico,female,EN
22,20.28,Mexico,male,EN
25,21.25,South America,male,EN
23,21.63,Mexico,male,EN
23,20.19,Mexico,female,EN
28,20.99,Mexico,female,EN
26,21.45,Mexico,male,EN
29,21.03,Mexico,male,EN
17,20.30,Mexico,male,EN
17,20.86,Mexico,female,EN
26,21.86,Mexico,male,EN
21,20.70,Mexico,male,EN
29,23.13,Mexico,male,EN
28,20.75,Mexico,male,EN
21,20.23,Mexico,male,EN
29,21.39,Mexico,male,EN
28,22.30,Mexico,male,EN
28,20.93,Mexico,female,EN
23,19.94,Mexico,female,EN
30,19.75,Mexico,female,EN
20,20.61,Mexico,male,EN
20,19.53,Mexico,male,EN
30,19.67,Mexico,male,EN
17,22.92,Mexico,male,EN
25,20.08,Mexico,male,EN
24,20.09,Mexico,female,EN
24,19.41,Mexico,male,EN
20,19.29,Mexico,male,EN
