clave.uf,nombre.uf,disciplina,unidades,creditos,horas.clase,horas.laboratorio,horas.atencion
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PD6007,Estrategia global de negocios,PD,6,3,3,0,3
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PD5011,Negocios en el siglo XXI,PD,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PD5007,Formación emprendedora,PD,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5019,Introducción a las ciencias sociales,PH,6,3,3,0,3
PH5033,Investigación III,PH,2,1,2,0,2
PH5054,"Diversidad, inclusión y poder",PH,6,3,3,0,3
PH2009,Conflicto y reconstrucción en la sociedad contemporánea,PH,8,4,5,0,5
PH5029,Introducción al derecho y la economía internacional,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PD3014,Psicología I,PD,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PD5007,Formación emprendedora,PD,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PD6014,Introducción a las finanzas y contabilidad,PD,6,3,3,0,3
PD6014,Introducción a las finanzas y contabilidad,PD,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH2008,Sociedad contemporánea siglo XX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5010,Negocios y comunicación de clase mundial,PH,6,3,3,0,3
PH5010,Negocios y comunicación de clase mundial,PH,6,3,3,0,3
PD5011,Negocios en el siglo XXI,PD,6,3,3,0,3
PH5025,"Creación, gestión y transformación de empresas",PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH6027,Introducción al derecho: Participación ciudadana,PH,6,3,3,0,3
PH6027,Introducción al derecho: Participación ciudadana,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3023,Investigación I,PH,2,1,2,0,2
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PD6014,Introducción a las finanzas y contabilidad,PD,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PD3011,Psicología I,PD,6,3,3,0,3
PD3011,Psicología I,PD,6,3,3,0,3
PD5014,Psicología III,PD,6,3,3,0,3
PH5033,Investigación III,PH,2,1,2,0,2
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5025,"Creación, gestión y transformación de empresas",PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3000,Empresa y gestión I,PH,6,3,3,0,3
PH3000,Empresa y gestión I,PH,6,3,3,0,3
PH5000,Empresa y gestión III,PH,6,3,3,0,3
PD5009,Introducción a los negocios,PD,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5033,Investigación III,PH,2,1,2,0,2
PD5007,Formación emprendedora,PD,6,3,3,0,3
PD5007,Formación emprendedora,PD,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5029,Introducción al derecho y la economía internacional,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3027,Política global I,PH,8,4,3,2,5
PH3027,Política global I,PH,8,4,3,2,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5028,"Mercadotecnia, descubriendo los insights del consumidor",PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH6036,Análisis y producción de medios visuales del entretenimiento,PH,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH2009,Conflicto y reconstrucción en la sociedad contemporánea,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3027,Política global I,PH,8,4,3,2,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PD3013,Teoría del conocimiento I,PD,4,2,3,0,3
PD5017,Teoría del conocimiento III,PD,4,2,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PD3011,Psicología I,PD,6,3,3,0,3
PD3014,Psicología I,PD,8,4,3,2,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH6040,Pensamiento filosófico,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PD3013,Teoría del conocimiento I,PD,4,2,3,0,3
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PD5020,Negocios digitales,PD,6,3,3,0,3
PD5020,Negocios digitales,PD,6,3,3,0,3
PD5020,Negocios digitales,PD,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5024,Administración y contabilidad financiera,PH,6,3,3,0,3
PH5025,"Creación, gestión y transformación de empresas",PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5028,"Mercadotecnia, descubriendo los insights del consumidor",PH,6,3,3,0,3
PH5028,"Mercadotecnia, descubriendo los insights del consumidor",PH,6,3,3,0,3
PD3011,Psicología I,PD,6,3,3,0,3
PD5014,Psicología III,PD,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PD5009,Introducción a los negocios,PD,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PD3011,Psicología I,PD,6,3,3,0,3
PD5014,Psicología III,PD,6,3,3,0,3
PD5017,Teoría del conocimiento III,PD,4,2,3,0,3
PD5017,Teoría del conocimiento III,PD,4,2,3,0,3
PH3023,Investigación I,PH,2,1,2,0,2
PH3023,Investigación I,PH,2,1,2,0,2
PH5033,Investigación III,PH,2,1,2,0,2
PH5033,Investigación III,PH,2,1,2,0,2
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5050,Política global III,PH,8,4,3,2,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3023,Investigación I,PH,2,1,2,0,2
PH3023,Investigación I,PH,2,1,2,0,2
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH6040,Pensamiento filosófico,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH6040,Pensamiento filosófico,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PD5018,Psicología III,PD,8,4,3,2,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5035,Detrás del poder en los negocios,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PD5011,Negocios en el siglo XXI,PD,6,3,3,0,3
PD5011,Negocios en el siglo XXI,PD,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5019,Introducción a las ciencias sociales,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5033,Investigación III,PH,2,1,2,0,2
PH5033,Investigación III,PH,2,1,2,0,2
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PD3013,Teoría del conocimiento I,PD,4,2,3,0,3
PD3013,Teoría del conocimiento I,PD,4,2,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH6040,Pensamiento filosófico,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH5050,Política global III,PH,8,4,3,2,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PD6013,Dinámica de los negocios: estrategias para la innovación y el cambio,PD,6,3,3,0,3
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PT6000,El derecho en el mundo global,PT,6,3,3,0,3
PH3028,Economía I,PH,8,4,3,2,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH4021,Retos del México actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH5039,Empresa y gestión III,PH,8,4,3,2,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PH3019,Perspectivas del mundo actual,PH,8,4,5,0,5
PD5018,Psicología III,PD,8,4,3,2,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH5046,Proyecto de ciudadanía,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5034,Actores y perspectivas multiculturales,PH,6,3,3,0,3
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH1009,Liberalismo y expansión en la sociedad industrial,PH,8,4,5,0,5
PH3021,Globalización y sus retos,PH,8,4,5,0,5
PH3025,Empresa y gestión I,PH,8,4,3,2,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5019,Introducción a las ciencias sociales,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH1008,Sociedad contemporánea siglo XIX,PH,8,4,5,0,5
PH5047,Proyecto de negocios y finanzas,PH,6,3,3,0,3
PD6014,Introducción a las finanzas y contabilidad,PD,6,3,3,0,3
PH5027,"Introducción a la política, economía y finanzas",PH,6,3,3,0,3
PH3025,Empresa y gestión I,PH,8,4,3,2,5
